"Plot Title: 10432475"
"#";"Date Time, GMT+01:00";"Rain, mm (SEN S/N: 2301096)";"Solar Radiation, W/m² (SEN S/N: 2375827)";"Wind Speed, m/s (SEN S/N: 2385148)";"Gust Speed, m/s (SEN S/N: 2385148)";"Wind Direction, ø (SEN S/N: 2385148)";"Water Content, m³/m³ (SEN S/N: 2391324, LBL: 20cm)";"Water Content, m³/m³ (SEN S/N: 2391331, LBL: 5cm)";"Temp, °C (SEN S/N: 2397072)";"RH, % (SEN S/N: 2397072)"
1;2016-05-18 11:30:00;;1,010.6;0.00;0.00;206.4;0.1099;0.1396;9.262;56.900
2;2016-05-18 11:45:00;0.00;971.9;0.00;3.15;203.6;0.1099;0.1396;9.485;55.900
3;2016-05-18 12:00:00;0.00;1,058.1;0.00;0.00;207.8;0.1099;0.1396;9.608;52.600
4;2016-05-18 12:15:00;0.00;1,089.4;0.00;0.00;203.6;0.1093;0.1396;9.952;53.300
5;2016-05-18 12:30:00;0.00;425.6;0.00;3.15;198.0;0.1093;0.1390;8.990;52.900
6;2016-05-18 12:45:00;0.00;1,164.4;0.00;0.37;199.4;0.1093;0.1390;9.460;56.500
7;2016-05-18 13:00:00;0.00;361.9;0.00;0.00;200.8;0.1093;0.1390;9.534;55.000
8;2016-05-18 13:15:00;0.00;295.6;0.00;0.00;203.6;0.1093;0.1390;9.386;54.500
9;2016-05-18 13:30:00;0.00;283.1;0.00;0.00;202.2;0.1093;0.1390;9.558;52.200
10;2016-05-18 13:45:00;0.00;488.1;0.00;0.56;193.7;0.1093;0.1390;10.858;51.900
11;2016-05-18 14:00:00;0.00;31.9;0.00;2.41;189.5;0.1087;0.1390;10.980;49.000
12;2016-05-18 14:15:00;0.00;24.4;0.37;5.94;195.1;0.1087;0.1390;11.248;48.900
13;2016-05-18 14:30:00;0.00;400.6;0.37;6.31;192.3;0.1087;0.1390;11.029;49.100
14;2016-05-18 14:45:00;0.00;755.6;0.19;5.01;190.9;0.1087;0.1390;11.078;50.400
15;2016-05-18 15:00:00;0.00;549.4;0.74;6.68;193.7;0.1087;0.1390;10.492;51.700
16;2016-05-18 15:15:00;0.00;740.6;0.19;5.38;195.1;0.1082;0.1390;10.638;51.900
17;2016-05-18 15:30:00;0.00;680.6;0.19;4.64;190.9;0.1087;0.1390;10.492;51.600
18;2016-05-18 15:45:00;0.00;576.9;0.19;5.01;192.3;0.1087;0.1384;10.247;53.600
19;2016-05-18 16:00:00;0.00;531.9;0.19;6.49;200.8;0.1082;0.1390;10.173;54.200
20;2016-05-18 16:15:00;0.00;484.4;0.19;6.31;200.8;0.1082;0.1384;9.657;54.500
21;2016-05-18 16:30:00;0.00;406.9;0.00;0.00;199.4;0.1082;0.1384;9.386;56.300
22;2016-05-18 16:45:00;0.00;504.4;0.00;0.00;199.4;0.1082;0.1384;9.485;55.200
23;2016-05-18 17:00:00;0.00;179.4;0.00;0.19;199.4;0.1082;0.1390;8.817;57.800
24;2016-05-18 17:15:00;0.00;445.6;0.00;0.37;198.0;0.1082;0.1384;9.312;58.400
25;2016-05-18 17:30:00;0.00;225.6;0.00;0.00;199.4;0.1082;0.1384;8.593;58.900
26;2016-05-18 17:45:00;0.00;118.1;0.00;0.00;205.0;0.1082;0.1384;8.270;60.500
27;2016-05-18 18:00:00;0.00;81.9;0.00;0.00;200.8;0.1082;0.1384;8.070;61.400
28;2016-05-18 18:15:00;0.00;75.6;0.00;0.00;212.0;0.1082;0.1384;7.895;62.000
29;2016-05-18 18:30:00;0.00;44.4;0.00;0.00;207.8;0.1082;0.1384;7.419;63.600
30;2016-05-18 18:45:00;0.00;38.1;0.00;0.00;231.6;0.1082;0.1384;7.368;61.600
31;2016-05-18 19:00:00;0.00;53.1;0.00;0.00;227.4;0.1082;0.1384;7.318;61.200
32;2016-05-18 19:15:00;0.00;24.4;0.00;0.00;219.0;0.1082;0.1384;7.041;61.800
33;2016-05-18 19:30:00;0.00;5.6;0.00;0.00;205.0;0.1082;0.1384;6.357;64.300
34;2016-05-18 19:45:00;0.00;1.9;0.00;0.00;251.3;0.1082;0.1390;5.796;69.000
35;2016-05-18 20:00:00;0.00;0.6;0.00;0.00;259.7;0.1082;0.1384;5.360;68.800
36;2016-05-18 20:15:00;0.00;0.6;0.00;0.00;251.3;0.1082;0.1390;4.999;74.500
37;2016-05-18 20:30:00;0.00;0.6;0.00;0.00;241.5;0.1082;0.1390;5.128;78.400
38;2016-05-18 20:45:00;0.00;0.6;0.00;0.00;252.7;0.1082;0.1390;4.973;79.100
39;2016-05-18 21:00:00;0.00;0.6;0.00;0.00;240.1;0.1082;0.1390;4.506;82.800
40;2016-05-18 21:15:00;0.00;0.6;0.00;0.00;238.7;0.1082;0.1390;4.194;83.300
41;2016-05-18 21:30:00;0.00;0.6;0.00;0.00;238.7;0.1082;0.1390;4.194;85.000
42;2016-05-18 21:45:00;0.00;0.6;0.00;0.00;240.1;0.1082;0.1390;3.696;86.000
43;2016-05-18 22:00:00;0.00;0.6;0.00;0.00;240.1;0.1082;0.1390;3.485;87.100
44;2016-05-18 22:15:00;0.00;0.6;0.00;0.00;329.9;0.1082;0.1390;4.063;85.100
45;2016-05-18 22:30:00;0.00;0.6;0.00;0.00;324.3;0.1082;0.1390;3.274;82.600
46;2016-05-18 22:45:00;0.00;0.6;0.00;0.00;251.3;0.1082;0.1390;3.009;84.300
47;2016-05-18 23:00:00;0.00;0.6;0.00;0.00;251.3;0.1082;0.1390;2.903;87.300
48;2016-05-18 23:15:00;0.00;0.6;0.00;0.00;259.7;0.1082;0.1390;3.116;87.600
49;2016-05-18 23:30:00;0.00;0.6;0.00;0.00;261.1;0.1082;0.1390;2.877;87.800
50;2016-05-18 23:45:00;0.00;0.6;0.00;0.00;261.1;0.1082;0.1390;2.903;88.700
51;2016-05-19 00:00:00;0.00;0.6;0.00;0.00;348.2;0.1082;0.1390;3.063;88.200
52;2016-05-19 00:15:00;0.00;0.6;0.00;0.00;322.9;0.1082;0.1390;3.009;85.500
53;2016-05-19 00:30:00;0.00;0.6;0.00;0.00;231.6;0.1082;0.1390;2.770;87.800
54;2016-05-19 00:45:00;0.00;0.6;0.00;0.00;231.6;0.1082;0.1390;3.063;89.700
55;2016-05-19 01:00:00;0.00;0.6;0.00;0.00;230.2;0.1082;0.1390;3.248;90.700
56;2016-05-19 01:15:00;0.00;0.6;0.00;0.00;230.2;0.1082;0.1390;2.770;90.500
57;2016-05-19 01:30:00;0.00;0.6;0.00;0.00;230.2;0.1076;0.1390;2.770;91.500
58;2016-05-19 01:45:00;0.00;0.6;0.00;0.00;262.5;0.1076;0.1390;2.770;91.300
59;2016-05-19 02:00:00;0.00;0.6;0.00;0.00;15.4;0.1076;0.1390;3.009;89.200
60;2016-05-19 02:15:00;0.00;0.6;0.00;0.00;15.4;0.1076;0.1390;3.009;87.900
61;2016-05-19 02:30:00;0.00;0.6;0.00;0.00;15.4;0.1076;0.1390;3.063;87.300
62;2016-05-19 02:45:00;0.00;0.6;0.00;0.00;271.0;0.1076;0.1390;2.477;90.200
63;2016-05-19 03:00:00;0.00;0.6;0.00;0.00;224.6;0.1076;0.1390;2.343;92.800
64;2016-05-19 03:15:00;0.00;0.6;0.00;0.00;224.6;0.1076;0.1390;2.584;93.500
65;2016-05-19 03:30:00;0.00;0.6;0.00;0.00;203.6;0.1076;0.1390;2.289;94.500
66;2016-05-19 03:45:00;0.00;0.6;0.00;0.00;200.8;0.1076;0.1390;2.182;95.100
67;2016-05-19 04:00:00;0.00;0.6;0.00;0.00;14.0;0.1076;0.1390;2.316;94.600
68;2016-05-19 04:15:00;0.00;0.6;0.00;0.00;355.2;0.1076;0.1390;2.610;93.500
69;2016-05-19 04:30:00;0.00;0.6;0.00;0.00;276.6;0.1076;0.1390;2.155;92.500
70;2016-05-19 04:45:00;0.00;0.6;0.00;0.00;209.2;0.1070;0.1390;2.396;94.600
71;2016-05-19 05:00:00;0.00;5.6;0.00;0.00;209.2;0.1076;0.1390;2.128;94.800
72;2016-05-19 05:15:00;0.00;9.4;0.00;0.00;209.2;0.1076;0.1396;2.047;95.300
73;2016-05-19 05:30:00;0.00;15.6;0.00;0.00;209.2;0.1076;0.1390;2.182;95.300
74;2016-05-19 05:45:00;0.00;11.9;0.00;0.00;206.4;0.1070;0.1390;2.128;95.900
75;2016-05-19 06:00:00;0.00;24.4;0.00;0.00;202.2;0.1070;0.1390;2.209;96.300
76;2016-05-19 06:15:00;0.00;48.1;0.00;0.00;203.6;0.1070;0.1396;2.209;96.500
77;2016-05-19 06:30:00;0.00;50.6;0.00;0.00;203.6;0.1070;0.1390;2.557;96.600
78;2016-05-19 06:45:00;0.00;43.1;0.00;0.00;203.6;0.1070;0.1390;2.423;96.700
79;2016-05-19 07:00:00;0.00;101.9;0.00;0.00;202.2;0.1070;0.1390;2.584;96.800
80;2016-05-19 07:15:00;0.00;120.6;0.00;0.00;190.9;0.1070;0.1390;2.850;96.800
81;2016-05-19 07:30:00;0.00;98.1;0.00;0.00;205.0;0.1070;0.1396;2.664;96.700
82;2016-05-19 07:45:00;0.00;95.6;0.00;0.00;202.2;0.1070;0.1390;2.744;96.800
83;2016-05-19 08:00:00;0.00;99.4;0.00;0.00;206.4;0.1070;0.1390;2.956;96.700
84;2016-05-19 08:15:00;0.00;79.4;0.00;0.00;207.8;0.1070;0.1396;2.956;96.600
85;2016-05-19 08:30:00;0.00;51.9;0.00;0.00;198.0;0.1070;0.1390;2.744;96.700
86;2016-05-19 08:45:00;0.00;54.4;0.00;0.00;199.4;0.1070;0.1390;2.610;96.900
87;2016-05-19 09:00:00;0.20;65.6;0.00;0.00;199.4;0.1070;0.1390;2.530;97.100
88;2016-05-19 09:15:00;0.20;64.4;0.00;0.00;202.2;0.1070;0.1396;2.450;97.200
89;2016-05-19 09:30:00;0.40;54.4;0.00;0.00;200.8;0.1070;0.1396;2.450;97.200
90;2016-05-19 09:45:00;0.20;64.4;0.00;0.00;202.2;0.1070;0.1396;2.236;97.300
91;2016-05-19 10:00:00;0.40;50.6;0.00;0.00;205.0;0.1070;0.1390;2.155;97.300
92;2016-05-19 10:15:00;0.60;24.4;0.00;0.00;200.8;0.1070;0.1390;1.859;97.400
93;2016-05-19 10:30:00;0.40;29.4;0.19;3.71;202.2;0.1070;0.1390;0.907;97.300
94;2016-05-19 10:45:00;0.20;38.1;0.00;0.00;205.0;0.1070;0.1396;0.301;97.300
95;2016-05-19 11:00:00;0.00;39.4;0.00;0.00;196.5;0.1070;0.1390;-0.116;97.400
96;2016-05-19 11:15:00;0.00;45.6;0.00;0.00;217.6;0.1070;0.1396;-0.116;97.500
97;2016-05-19 11:30:00;0.20;65.6;0.00;4.45;199.4;0.1070;0.1396;-0.143;97.400
98;2016-05-19 11:45:00;0.00;61.9;0.00;0.00;207.8;0.1070;0.1396;-0.199;97.400
99;2016-05-19 12:00:00;0.00;85.6;0.00;0.00;210.6;0.1070;0.1396;-0.171;97.400
100;2016-05-19 12:15:00;0.00;161.9;0.00;0.00;216.2;0.1070;0.1396;-0.060;97.400
101;2016-05-19 12:30:00;0.00;253.1;0.00;0.00;220.4;0.1065;0.1396;0.273;97.500
102;2016-05-19 12:45:00;0.00;269.4;0.00;0.00;219.0;0.1070;0.1396;0.715;97.400
103;2016-05-19 13:00:00;0.00;244.4;0.00;0.00;214.8;0.1070;0.1396;0.742;97.300
104;2016-05-19 13:15:00;0.00;236.9;0.00;0.00;224.6;0.1070;0.1396;0.687;97.500
105;2016-05-19 13:30:00;1.00;225.6;0.00;0.00;224.6;0.1070;0.1396;0.907;97.600
106;2016-05-19 13:45:00;0.80;120.6;0.00;0.00;216.2;0.1070;0.1396;0.715;97.600
107;2016-05-19 14:00:00;0.20;135.6;0.00;0.00;223.2;0.1070;0.1396;0.715;97.600
108;2016-05-19 14:15:00;0.40;168.1;0.00;0.00;221.8;0.1070;0.1396;1.044;97.700
109;2016-05-19 14:30:00;0.40;234.4;0.00;0.00;221.8;0.1065;0.1396;1.017;97.700
110;2016-05-19 14:45:00;0.00;160.6;0.00;0.00;212.0;0.1070;0.1396;0.934;97.600
111;2016-05-19 15:00:00;0.00;73.1;0.00;0.00;186.7;0.1070;0.1396;0.825;97.700
112;2016-05-19 15:15:00;0.00;115.6;0.00;0.00;183.9;0.1070;0.1396;0.660;97.700
113;2016-05-19 15:30:00;0.00;160.6;0.00;0.00;224.6;0.1070;0.1396;0.770;97.700
114;2016-05-19 15:45:00;0.00;171.9;0.00;0.00;220.4;0.1070;0.1396;0.934;97.700
115;2016-05-19 16:00:00;0.20;206.9;0.00;0.00;230.2;0.1070;0.1396;1.317;97.700
116;2016-05-19 16:15:00;0.00;244.4;0.00;0.00;219.0;0.1070;0.1396;1.344;97.600
117;2016-05-19 16:30:00;0.00;138.1;0.00;0.00;219.0;0.1070;0.1396;1.317;97.400
118;2016-05-19 16:45:00;0.00;133.1;0.00;0.00;224.6;0.1070;0.1396;1.507;97.400
119;2016-05-19 17:00:00;0.00;131.9;0.00;0.00;227.4;0.1070;0.1396;1.751;97.200
120;2016-05-19 17:15:00;0.00;148.1;0.00;0.00;185.3;0.1070;0.1396;1.724;97.200
121;2016-05-19 17:30:00;0.00;150.6;0.00;0.00;183.9;0.1070;0.1396;1.859;97.200
122;2016-05-19 17:45:00;0.00;98.1;0.00;0.00;198.0;0.1070;0.1396;1.643;96.900
123;2016-05-19 18:00:00;0.00;85.6;0.00;0.00;203.6;0.1070;0.1396;1.805;96.400
124;2016-05-19 18:15:00;0.00;65.6;0.00;0.00;207.8;0.1070;0.1396;1.913;95.500
125;2016-05-19 18:30:00;0.00;61.9;0.00;0.00;209.2;0.1070;0.1396;2.021;96.100
126;2016-05-19 18:45:00;0.00;43.1;0.00;0.00;209.2;0.1070;0.1396;1.994;96.500
127;2016-05-19 19:00:00;0.00;30.6;0.00;0.00;209.2;0.1070;0.1396;1.859;96.600
128;2016-05-19 19:15:00;0.00;21.9;0.00;0.00;209.2;0.1070;0.1396;1.670;96.500
129;2016-05-19 19:30:00;0.00;13.1;0.00;0.00;216.2;0.1070;0.1396;1.235;96.700
130;2016-05-19 19:45:00;0.00;5.6;0.00;0.00;321.5;0.1070;0.1396;1.099;96.100
131;2016-05-19 20:00:00;0.00;1.9;0.00;0.00;296.2;0.1070;0.1396;1.044;94.100
132;2016-05-19 20:15:00;0.00;0.6;0.00;0.00;297.6;0.1070;0.1396;0.825;93.400
133;2016-05-19 20:30:00;0.00;0.6;0.00;0.00;317.3;0.1076;0.1396;0.880;93.300
134;2016-05-19 20:45:00;0.00;0.6;0.00;0.00;292.0;0.1076;0.1396;0.825;92.000
135;2016-05-19 21:00:00;0.00;0.6;0.00;0.00;282.2;0.1076;0.1396;1.561;87.600
136;2016-05-19 21:15:00;0.00;0.6;0.00;0.00;335.5;0.1076;0.1396;1.751;82.300
137;2016-05-19 21:30:00;0.00;0.6;0.00;2.41;346.8;0.1076;0.1396;1.805;83.600
138;2016-05-19 21:45:00;0.00;0.6;0.00;0.00;327.1;0.1076;0.1396;2.637;80.600
139;2016-05-19 22:00:00;0.00;0.6;0.00;3.15;0.0;0.1076;0.1396;2.262;80.200
140;2016-05-19 22:15:00;0.00;0.6;0.00;0.00;342.6;0.1076;0.1396;2.557;80.100
141;2016-05-19 22:30:00;0.00;0.6;0.00;5.75;318.7;0.1082;0.1396;2.396;79.100
142;2016-05-19 22:45:00;0.00;0.6;0.00;0.00;324.3;0.1082;0.1396;2.503;79.400
143;2016-05-19 23:00:00;0.00;0.6;0.00;0.00;353.8;0.1082;0.1396;2.450;80.100
144;2016-05-19 23:15:00;0.00;0.6;0.19;5.20;300.4;0.1082;0.1396;3.089;77.200
145;2016-05-19 23:30:00;0.00;0.6;0.00;0.00;310.3;0.1082;0.1396;2.236;78.900
146;2016-05-19 23:45:00;0.00;0.6;0.00;0.00;348.2;0.1082;0.1396;2.047;80.600
147;2016-05-20 00:00:00;0.00;0.6;0.00;0.00;334.1;0.1082;0.1396;2.983;78.100
148;2016-05-20 00:15:00;0.00;0.6;0.00;0.00;341.2;0.1082;0.1396;2.744;76.300
149;2016-05-20 00:30:00;0.00;0.6;0.00;5.01;314.5;0.1082;0.1396;3.089;76.800
150;2016-05-20 00:45:00;0.00;0.6;0.00;0.00;2.8;0.1087;0.1396;3.089;75.000
151;2016-05-20 01:00:00;0.00;0.6;0.00;0.00;16.8;0.1087;0.1396;1.751;76.500
152;2016-05-20 01:15:00;0.00;0.6;0.00;0.00;336.9;0.1087;0.1396;2.236;79.500
153;2016-05-20 01:30:00;0.00;0.6;0.00;0.00;304.7;0.1087;0.1396;2.128;78.600
154;2016-05-20 01:45:00;0.00;0.6;0.00;0.00;301.8;0.1093;0.1396;2.690;76.800
155;2016-05-20 02:00:00;0.00;0.6;0.00;0.00;331.3;0.1093;0.1396;1.886;76.400
156;2016-05-20 02:15:00;0.00;0.6;0.00;0.00;0.0;0.1093;0.1396;2.930;74.800
157;2016-05-20 02:30:00;0.00;0.6;0.00;0.00;11.2;0.1093;0.1396;1.859;75.100
158;2016-05-20 02:45:00;0.00;0.6;0.00;0.00;321.5;0.1099;0.1396;1.886;77.000
159;2016-05-20 03:00:00;0.00;0.6;0.00;0.00;301.8;0.1099;0.1396;2.584;77.000
160;2016-05-20 03:15:00;0.00;0.6;0.00;0.00;279.4;0.1099;0.1396;1.751;76.100
161;2016-05-20 03:30:00;0.00;0.6;0.00;0.00;336.9;0.1099;0.1396;1.967;78.400
162;2016-05-20 03:45:00;0.00;0.6;0.00;0.00;352.4;0.1099;0.1396;2.074;77.400
163;2016-05-20 04:00:00;0.00;0.6;0.00;0.00;299.0;0.1099;0.1396;2.262;77.100
164;2016-05-20 04:15:00;0.00;0.6;0.00;0.00;307.5;0.1105;0.1396;1.425;77.600
165;2016-05-20 04:30:00;0.00;1.9;0.00;0.00;342.6;0.1105;0.1396;1.480;79.500
166;2016-05-20 04:45:00;0.00;4.4;0.00;0.00;334.1;0.1105;0.1396;1.561;77.700
167;2016-05-20 05:00:00;0.00;10.6;0.00;0.00;303.2;0.1105;0.1396;2.021;76.600
168;2016-05-20 05:15:00;0.00;13.1;0.00;0.00;282.2;0.1105;0.1396;2.074;74.900
169;2016-05-20 05:30:00;0.00;16.9;0.00;0.00;276.6;0.1110;0.1396;1.208;76.500
170;2016-05-20 05:45:00;0.00;20.6;0.00;0.00;308.9;0.1110;0.1396;1.425;80.400
171;2016-05-20 06:00:00;0.00;264.4;0.00;0.00;355.2;0.1110;0.1396;3.248;76.200
172;2016-05-20 06:15:00;0.00;316.9;0.00;0.00;11.2;0.1110;0.1396;4.973;72.100
173;2016-05-20 06:30:00;0.00;365.6;0.00;0.00;22.5;0.1110;0.1396;5.462;69.800
174;2016-05-20 06:45:00;0.00;416.9;0.00;0.00;96.9;0.1110;0.1396;5.411;71.500
175;2016-05-20 07:00:00;0.00;480.6;0.00;0.00;106.7;0.1110;0.1396;5.719;70.200
176;2016-05-20 07:15:00;0.00;516.9;0.00;0.00;56.2;0.1116;0.1396;6.179;70.800
177;2016-05-20 07:30:00;0.00;411.9;0.00;0.00;53.3;0.1110;0.1396;6.864;69.800
178;2016-05-20 07:45:00;0.00;594.4;0.00;0.00;47.7;0.1116;0.1396;7.594;68.200
179;2016-05-20 08:00:00;0.00;596.9;0.00;0.00;63.2;0.1116;0.1396;6.889;67.300
180;2016-05-20 08:15:00;0.00;539.4;0.00;0.00;140.4;0.1116;0.1396;6.535;66.400
181;2016-05-20 08:30:00;0.00;681.9;0.00;0.00;144.6;0.1116;0.1396;7.116;65.000
182;2016-05-20 08:45:00;0.00;496.9;0.00;0.00;150.2;0.1116;0.1396;6.509;65.800
183;2016-05-20 09:00:00;0.00;675.6;0.00;0.00;155.8;0.1116;0.1396;7.393;67.400
184;2016-05-20 09:15:00;0.00;836.9;0.00;0.19;178.3;0.1116;0.1396;7.268;65.700
185;2016-05-20 09:30:00;0.00;906.9;0.00;0.56;178.3;0.1122;0.1396;7.870;66.500
186;2016-05-20 09:45:00;0.00;724.4;0.00;0.00;188.1;0.1116;0.1396;7.645;63.900
187;2016-05-20 10:00:00;0.00;596.9;0.00;0.00;183.9;0.1122;0.1396;7.995;65.900
188;2016-05-20 10:15:00;0.00;863.1;0.00;0.19;195.1;0.1122;0.1390;8.319;66.000
189;2016-05-20 10:30:00;0.00;1,075.6;0.00;1.48;193.7;0.1122;0.1390;9.064;67.300
190;2016-05-20 10:45:00;0.00;1,051.9;0.00;0.37;176.9;0.1122;0.1390;9.682;65.600
191;2016-05-20 11:00:00;0.00;1,050.6;0.00;1.67;181.1;0.1122;0.1390;9.534;64.600
192;2016-05-20 11:15:00;0.00;1,045.6;0.00;0.00;185.3;0.1122;0.1390;10.051;66.400
193;2016-05-20 11:30:00;0.00;1,060.6;0.00;0.00;192.3;0.1122;0.1390;10.100;62.000
194;2016-05-20 11:45:00;0.00;1,088.1;0.00;0.00;193.7;0.1122;0.1390;10.198;62.400
195;2016-05-20 12:00:00;0.00;1,070.6;0.00;0.00;190.9;0.1122;0.1390;11.394;60.800
196;2016-05-20 12:15:00;0.00;1,131.9;0.00;0.00;188.1;0.1122;0.1384;10.541;60.500
197;2016-05-20 12:30:00;0.00;1,041.9;0.00;0.00;171.3;0.1122;0.1384;11.419;61.400
198;2016-05-20 12:45:00;0.00;949.4;0.00;0.00;176.9;0.1122;0.1384;11.127;59.900
199;2016-05-20 13:00:00;0.00;1,065.6;0.00;0.00;178.3;0.1122;0.1384;11.370;58.100
200;2016-05-20 13:15:00;0.00;1,044.4;0.00;0.00;188.1;0.1116;0.1384;12.025;57.000
201;2016-05-20 13:30:00;0.00;1,005.6;0.00;0.00;195.1;0.1116;0.1384;12.025;56.200
202;2016-05-20 13:45:00;0.00;995.6;0.00;0.00;195.1;0.1116;0.1384;12.485;55.400
203;2016-05-20 14:00:00;0.00;973.1;0.00;0.00;186.7;0.1116;0.1379;12.389;55.100
204;2016-05-20 14:15:00;0.00;986.9;0.00;0.00;198.0;0.1116;0.1379;12.219;54.300
205;2016-05-20 14:30:00;0.00;781.9;0.00;0.00;193.7;0.1116;0.1379;12.340;54.000
206;2016-05-20 14:45:00;0.00;250.6;0.00;0.00;196.5;0.1116;0.1379;11.977;51.700
207;2016-05-20 15:00:00;0.00;214.4;0.00;0.00;181.1;0.1116;0.1379;11.783;51.300
208;2016-05-20 15:15:00;0.00;164.4;0.00;0.00;205.0;0.1116;0.1379;11.467;52.300
209;2016-05-20 15:30:00;0.00;210.6;0.00;4.45;199.4;0.1122;0.1379;11.516;52.200
210;2016-05-20 15:45:00;0.00;215.6;0.00;0.00;200.8;0.1122;0.1379;11.516;51.700
211;2016-05-20 16:00:00;0.00;706.9;0.00;0.00;182.5;0.1122;0.1379;12.968;50.900
212;2016-05-20 16:15:00;0.00;638.1;0.00;0.00;188.1;0.1122;0.1379;12.775;50.600
213;2016-05-20 16:30:00;0.00;638.1;0.00;0.00;193.7;0.1122;0.1379;13.064;49.300
214;2016-05-20 16:45:00;0.00;610.6;0.00;0.00;199.4;0.1122;0.1379;12.389;48.100
215;2016-05-20 17:00:00;0.00;479.4;0.00;0.00;355.2;0.1122;0.1379;12.703;46.200
216;2016-05-20 17:15:00;0.00;404.4;0.00;0.00;0.0;0.1122;0.1379;11.953;47.100
217;2016-05-20 17:30:00;0.00;79.4;0.00;0.00;14.0;0.1122;0.1379;11.662;47.800
218;2016-05-20 17:45:00;0.00;25.6;0.00;0.00;0.0;0.1122;0.1379;10.638;48.300
219;2016-05-20 18:00:00;0.00;30.6;0.00;0.00;321.5;0.1127;0.1379;10.369;50.300
220;2016-05-20 18:15:00;0.00;21.9;0.00;0.00;353.8;0.1127;0.1379;9.829;51.100
221;2016-05-20 18:30:00;0.00;19.4;0.00;0.00;351.0;0.1127;0.1379;9.952;51.300
222;2016-05-20 18:45:00;0.00;16.9;0.00;0.00;355.2;0.1127;0.1379;10.051;50.000
223;2016-05-20 19:00:00;0.00;13.1;0.00;0.00;348.2;0.1127;0.1379;9.485;49.600
224;2016-05-20 19:15:00;0.00;10.6;0.00;0.00;345.4;0.1127;0.1379;9.460;52.700
225;2016-05-20 19:30:00;0.00;5.6;0.00;0.00;346.8;0.1127;0.1379;8.742;52.700
226;2016-05-20 19:45:00;0.00;1.9;0.00;0.00;307.5;0.1127;0.1379;8.469;55.800
227;2016-05-20 20:00:00;0.00;0.6;0.00;0.00;296.2;0.1133;0.1379;8.020;57.000
228;2016-05-20 20:15:00;0.00;0.6;0.00;0.00;297.6;0.1133;0.1379;7.469;55.200
229;2016-05-20 20:30:00;0.00;0.6;0.00;0.00;313.1;0.1133;0.1379;7.293;57.700
230;2016-05-20 20:45:00;0.00;0.6;0.00;0.00;308.9;0.1133;0.1379;7.217;57.000
231;2016-05-20 21:00:00;0.00;0.6;0.00;0.00;342.6;0.1133;0.1379;7.544;57.000
232;2016-05-20 21:15:00;0.00;0.6;0.00;0.00;346.8;0.1133;0.1379;7.393;53.500
233;2016-05-20 21:30:00;0.00;0.6;0.00;0.00;355.2;0.1133;0.1379;8.020;54.000
234;2016-05-20 21:45:00;0.00;0.6;0.00;0.00;338.3;0.1133;0.1379;6.813;53.700
235;2016-05-20 22:00:00;0.00;0.6;0.00;0.00;329.9;0.1133;0.1379;7.066;54.700
236;2016-05-20 22:15:00;0.00;0.6;0.00;0.00;314.5;0.1133;0.1379;7.343;52.600
237;2016-05-20 22:30:00;0.00;0.6;0.00;0.00;336.9;0.1133;0.1379;7.066;54.300
238;2016-05-20 22:45:00;0.00;0.6;0.00;0.00;344.0;0.1133;0.1379;6.965;52.500
239;2016-05-20 23:00:00;0.00;0.6;0.00;0.00;332.7;0.1133;0.1379;7.116;49.900
240;2016-05-20 23:15:00;0.00;0.6;0.00;0.00;329.9;0.1133;0.1379;6.914;50.700
241;2016-05-20 23:30:00;0.00;0.6;0.00;0.00;342.6;0.1133;0.1379;6.889;52.400
242;2016-05-20 23:45:00;0.00;0.6;0.00;0.00;318.7;0.1133;0.1379;6.636;53.100
243;2016-05-21 00:00:00;0.00;0.6;0.00;0.00;334.1;0.1133;0.1379;6.509;56.400
244;2016-05-21 00:15:00;0.00;0.6;0.00;0.00;341.2;0.1133;0.1379;6.990;54.900
245;2016-05-21 00:30:00;0.00;0.6;0.00;0.00;317.3;0.1133;0.1384;6.306;53.000
246;2016-05-21 00:45:00;0.00;0.6;0.00;0.00;294.8;0.1133;0.1384;6.102;53.000
247;2016-05-21 01:00:00;0.00;0.6;0.00;0.00;315.9;0.1133;0.1379;5.975;54.600
248;2016-05-21 01:15:00;0.00;0.6;0.00;0.00;301.8;0.1133;0.1379;6.153;53.700
249;2016-05-21 01:30:00;0.00;0.6;0.00;0.00;276.6;0.1133;0.1379;6.077;56.100
250;2016-05-21 01:45:00;0.00;0.6;0.00;0.00;300.4;0.1133;0.1384;5.693;60.000
251;2016-05-21 02:00:00;0.00;0.6;0.00;0.00;313.1;0.1133;0.1384;5.308;62.000
252;2016-05-21 02:15:00;0.00;0.6;0.00;0.00;339.7;0.1133;0.1384;5.616;60.200
253;2016-05-21 02:30:00;0.00;0.6;0.00;0.00;351.0;0.1133;0.1384;5.642;59.100
254;2016-05-21 02:45:00;0.00;0.6;0.00;0.00;345.4;0.1127;0.1384;5.642;56.600
255;2016-05-21 03:00:00;0.00;0.6;0.00;0.00;320.1;0.1133;0.1384;5.257;56.600
256;2016-05-21 03:15:00;0.00;0.6;0.00;0.00;320.1;0.1133;0.1379;5.179;56.800
257;2016-05-21 03:30:00;0.00;0.6;0.00;0.00;313.1;0.1133;0.1384;4.766;56.300
258;2016-05-21 03:45:00;0.00;0.6;0.00;0.00;310.3;0.1127;0.1384;4.947;56.100
