"Plot Title: 10432475"
"#";"Date Time, GMT+01:00";"Rain, mm (SEN S/N: 2301096)";"Solar Radiation, W/m² (SEN S/N: 2375827)";"Wind Speed, m/s (SEN S/N: 2385148)";"Gust Speed, m/s (SEN S/N: 2385148)";"Wind Direction, ø (SEN S/N: 2385148)";"Voltage, V (SEN S/N: 2387796, LBL: PAR_Up)";"Voltage, V (SEN S/N: 2387803, LBL: PAR_down)";"Water Content, m³/m³ (SEN S/N: 2391324, LBL: 20cm)";"Water Content, m³/m³ (SEN S/N: 2391331, LBL: 5cm)";"Temp, °C (SEN S/N: 2397072)";"RH, % (SEN S/N: 2397072)";"Batt, V"
1;2015-08-06 15:00:00;;660.6;0.00;2.23;176.9;0.2948;0.0006;-0.0249;0.0116;24.847;47.300;4.406
2;2015-08-06 15:15:00;0.00;601.9;0.00;2.78;178.3;0.2814;0.0006;-0.0255;0.0116;24.581;48.300;4.363
3;2015-08-06 15:30:00;0.00;564.4;0.00;2.78;182.5;0.2582;0.0006;-0.0255;0.0116;24.388;46.300;4.339
4;2015-08-06 15:45:00;0.00;511.9;0.00;0.00;189.5;0.2289;0.0006;-0.0255;0.0116;24.388;44.900;4.357
5;2015-08-06 16:00:00;0.00;474.4;0.00;3.34;189.5;0.2094;0.0006;-0.0255;0.0116;24.074;46.000;4.339
6;2015-08-06 16:15:00;0.00;369.4;0.00;0.00;189.5;0.1801;0.0006;-0.0255;0.0116;23.761;46.100;4.345
7;2015-08-06 16:30:00;0.00;361.9;0.00;0.00;188.1;0.1471;0.0006;-0.0255;0.0116;23.569;46.500;4.363
8;2015-08-06 16:45:00;0.00;75.6;0.00;0.19;207.8;0.0775;0.0006;-0.0255;0.0122;22.034;49.900;4.339
9;2015-08-06 17:00:00;0.00;90.6;0.00;0.00;219.0;0.0446;0.0006;-0.0255;0.0122;21.604;51.900;4.357
10;2015-08-06 17:15:00;0.00;84.4;0.00;0.00;230.2;0.0433;0.0006;-0.0255;0.0122;21.199;53.800;4.339
11;2015-08-06 17:30:00;0.00;76.9;0.00;0.00;244.3;0.0385;0.0006;-0.0261;0.0122;21.079;55.200;4.351
12;2015-08-06 17:45:00;0.00;70.6;0.00;0.00;226.0;0.0323;0.0006;-0.0261;0.0122;20.984;53.100;4.345
13;2015-08-06 18:00:00;0.00;66.9;0.00;0.00;206.4;0.0250;0.0006;-0.0261;0.0122;20.817;52.800;4.339
14;2015-08-06 18:15:00;0.00;33.1;0.00;0.00;230.2;0.0153;0.0006;-0.0261;0.0122;20.627;52.600;4.339
15;2015-08-06 18:30:00;0.00;5.6;0.00;0.00;248.5;0.0043;0.0006;-0.0261;0.0122;19.936;53.700;4.345
16;2015-08-06 18:45:00;0.00;0.6;0.00;0.00;255.5;0.0006;0.0006;-0.0261;0.0122;19.888;55.300;4.339
17;2015-08-06 19:00:00;0.00;0.6;0.00;0.00;263.9;0.0006;0.0006;-0.0267;0.0122;19.698;55.300;4.339
18;2015-08-06 19:15:00;0.00;0.6;0.00;0.00;263.9;0.0006;0.0006;-0.0267;0.0122;19.460;56.400;4.339
19;2015-08-06 19:30:00;0.00;0.6;0.00;0.00;263.9;0.0006;0.0006;-0.0267;0.0122;19.318;57.700;4.333
20;2015-08-06 19:45:00;0.00;0.6;0.00;0.00;268.1;0.0006;0.0006;-0.0267;0.0122;19.127;58.100;4.333
21;2015-08-06 20:00:00;0.00;0.6;0.00;0.00;272.4;0.0006;0.0006;-0.0267;0.0122;18.818;59.200;4.333
22;2015-08-06 20:15:00;0.00;0.6;0.00;0.00;269.6;0.0006;0.0006;-0.0272;0.0122;18.343;61.000;4.333
23;2015-08-06 20:30:00;0.00;0.6;0.00;0.00;262.5;0.0006;0.0006;-0.0272;0.0122;18.152;61.100;4.333
24;2015-08-06 20:45:00;0.00;0.6;0.00;0.00;285.0;0.0006;0.0006;-0.0272;0.0122;17.772;62.600;4.333
25;2015-08-06 21:00:00;0.00;0.6;0.00;0.00;290.6;0.0006;0.0006;-0.0272;0.0128;18.176;63.100;4.333
26;2015-08-06 21:15:00;0.00;0.6;0.00;0.00;287.8;0.0006;0.0006;-0.0272;0.0128;17.510;64.000;4.333
27;2015-08-06 21:30:00;0.00;0.6;0.00;0.00;286.4;0.0006;0.0006;-0.0272;0.0122;17.344;66.100;4.333
28;2015-08-06 21:45:00;0.00;0.6;0.00;0.00;286.4;0.0006;0.0006;-0.0272;0.0128;17.130;65.600;4.333
29;2015-08-06 22:00:00;0.00;0.6;0.00;0.00;285.0;0.0006;0.0006;-0.0278;0.0128;17.439;65.000;4.327
30;2015-08-06 22:15:00;0.00;0.6;0.00;0.00;285.0;0.0006;0.0006;-0.0278;0.0128;17.629;65.700;4.327
31;2015-08-06 22:30:00;0.00;0.6;0.00;0.00;283.6;0.0006;0.0006;-0.0278;0.0128;17.534;65.700;4.327
32;2015-08-06 22:45:00;0.00;0.6;0.00;0.00;282.2;0.0006;0.0006;-0.0278;0.0128;17.391;66.500;4.321
33;2015-08-06 23:00:00;0.00;0.6;0.00;0.00;262.5;0.0006;0.0006;-0.0278;0.0122;17.177;68.300;4.321
34;2015-08-06 23:15:00;0.00;0.6;0.00;0.00;255.5;0.0006;0.0006;-0.0278;0.0128;17.082;69.600;4.321
35;2015-08-06 23:30:00;0.00;0.6;0.00;0.00;256.9;0.0006;0.0006;-0.0278;0.0128;16.820;70.600;4.321
36;2015-08-06 23:45:00;0.00;0.6;0.00;0.00;258.3;0.0006;0.0006;-0.0278;0.0128;16.796;72.300;4.321
37;2015-08-07 00:00:00;0.00;0.6;0.00;0.00;258.3;0.0006;0.0006;-0.0284;0.0128;16.654;73.400;4.333
38;2015-08-07 00:15:00;0.00;0.6;0.00;0.00;258.3;0.0006;0.0006;-0.0284;0.0122;16.582;74.500;4.321
