"Plot Title: Test Launch"
"#";"Date Time, GMT+01:00";"Rain, mm (SEN S/N: 2301096)";"Solar Radiation, W/m² (SEN S/N: 2375827)";"Wind Speed, m/s (SEN S/N: 2385148)";"Gust Speed, m/s (SEN S/N: 2385148)";"Wind Direction, ø (SEN S/N: 2385148)";"Voltage, V (SEN S/N: 2387796)";"Voltage, V (SEN S/N: 2387803)";"Water Content, m³/m³ (SEN S/N: 2391324, LBL: M1_water_content_5cm)";"Water Content, m³/m³ (SEN S/N: 2391331, LBL: M1_water_content_20cm)";"Temp, °C (SEN S/N: 2397072)";"RH, % (SEN S/N: 2397072)"
1;2012-04-26 16:00:46;;544.4;3.90;5.38;196.5;0.2411;0.1215;0.2887;0.2350;9.583;65.600
2;2012-04-26 16:15:46;0.00;414.4;3.15;4.64;196.5;0.1849;0.1251;0.2881;0.2350;9.854;66.300
3;2012-04-26 16:30:46;0.00;460.6;3.34;4.64;193.7;0.1996;0.1251;0.2881;0.2350;9.139;67.400
4;2012-04-26 16:45:46;0.00;603.1;3.71;5.75;198.0;0.2521;0.1215;0.2881;0.2350;9.139;69.400
5;2012-04-26 17:00:46;0.00;205.6;3.34;5.01;206.4;0.0922;0.0531;0.2881;0.2350;8.643;70.700
6;2012-04-26 17:15:46;0.00;258.1;2.97;4.45;193.7;0.1129;0.0604;0.2876;0.2350;8.792;67.900
7;2012-04-26 17:30:46;0.00;141.9;2.78;4.27;196.5;0.0641;0.0433;0.2881;0.2350;8.295;69.800
8;2012-04-26 17:45:46;0.00;100.6;2.60;3.53;196.5;0.0446;0.0287;0.2876;0.2344;7.970;70.800
9;2012-04-26 18:00:46;0.00;105.6;2.23;3.71;199.4;0.0458;0.0311;0.2876;0.2344;7.820;71.400
10;2012-04-26 18:15:46;0.00;89.4;1.11;1.86;195.1;0.0360;0.0238;0.2870;0.2344;7.895;70.400
11;2012-04-26 18:30:46;0.00;59.4;1.48;2.41;202.2;0.0238;0.0153;0.2870;0.2350;7.569;73.200
12;2012-04-26 18:45:46;0.00;41.9;1.30;2.23;214.8;0.0153;0.0092;0.2870;0.2344;7.318;73.100
13;2012-04-26 19:00:46;0.00;19.4;0.56;1.11;220.4;0.0055;0.0031;0.2870;0.2350;6.914;74.400
14;2012-04-26 19:15:46;0.00;5.6;0.93;1.86;247.1;0.0006;0.0006;0.2864;0.2350;6.230;76.000
15;2012-04-26 19:30:46;0.00;0.6;0.93;1.86;254.1;0.0006;0.0006;0.2864;0.2344;5.821;77.900
16;2012-04-26 19:45:46;0.00;0.6;0.74;1.67;271.0;0.0006;0.0006;0.2864;0.2344;5.591;78.500
17;2012-04-26 20:00:46;0.00;0.6;0.93;1.30;289.2;0.0006;0.0006;0.2864;0.2344;5.539;78.800
18;2012-04-26 20:15:46;0.00;0.6;0.74;2.23;285.0;0.0006;0.0006;0.2858;0.2344;5.334;79.300
19;2012-04-26 20:30:46;0.00;0.6;1.11;2.23;279.4;0.0006;0.0006;0.2858;0.2344;5.154;79.400
20;2012-04-26 20:45:46;0.00;0.6;1.67;2.04;276.6;0.0006;0.0006;0.2858;0.2344;4.818;81.100
21;2012-04-26 21:00:46;0.00;0.6;0.74;1.67;275.2;0.0006;0.0006;0.2858;0.2344;4.740;81.500
22;2012-04-26 21:15:46;0.00;0.6;1.30;2.23;276.6;0.0006;0.0006;0.2853;0.2344;4.740;82.100
23;2012-04-26 21:30:46;0.00;0.6;1.11;2.04;275.2;0.0006;0.0006;0.2853;0.2344;4.480;82.300
24;2012-04-26 21:45:46;0.00;0.6;0.93;1.86;279.4;0.0006;0.0006;0.2853;0.2344;4.350;82.700
25;2012-04-26 22:00:46;0.00;0.6;1.48;2.41;273.8;0.0006;0.0006;0.2847;0.2344;4.324;82.900
26;2012-04-26 22:15:46;0.00;0.6;0.93;2.23;268.1;0.0006;0.0006;0.2847;0.2344;3.906;83.700
27;2012-04-26 22:30:46;0.00;0.6;0.93;1.67;282.2;0.0006;0.0006;0.2847;0.2344;3.827;84.000
28;2012-04-26 22:45:46;0.00;0.6;0.93;1.86;282.2;0.0006;0.0006;0.2841;0.2344;3.696;83.800
29;2012-04-26 23:00:46;0.00;0.6;1.11;1.86;276.6;0.0006;0.0006;0.2841;0.2339;3.564;84.700
