"Plot Title: 10432475"
"#";"Date Time, GMT+01:00";"Rain, mm (SEN S/N: 2301096)";"Solar Radiation, W/m² (SEN S/N: 2375827)";"Wind Speed, m/s (SEN S/N: 2385148)";"Gust Speed, m/s (SEN S/N: 2385148)";"Wind Direction, ø (SEN S/N: 2385148)";"Water Content, m³/m³ (SEN S/N: 2391324, LBL: 20cm)";"Water Content, m³/m³ (SEN S/N: 2391331, LBL: 5cm)";"Temp, °C (SEN S/N: 2397072)";"RH, % (SEN S/N: 2397072)"
63;2016-12-07 02:30:00;0.00;0.6;0.00;0.00;325.7;0.0036;0.0979;-0.732;24.800
64;2016-12-07 02:45:00;0.00;0.6;0.00;0.00;349.6;0.0036;0.0979;0.051;24.300
65;2016-12-07 03:00:00;0.00;0.6;0.00;0.00;339.7;0.0036;0.0979;-0.143;22.500
66;2016-12-07 03:15:00;0.00;0.6;0.00;0.00;306.1;0.0036;0.0979;-0.255;22.700
67;2016-12-07 03:30:00;0.00;0.6;0.00;0.00;313.1;0.0036;0.0979;0.273;21.900
68;2016-12-07 03:45:00;0.00;0.6;0.00;0.00;296.2;0.0036;0.0979;-0.171;20.900
69;2016-12-07 04:00:00;0.00;0.6;0.00;0.00;300.4;0.0031;0.0979;-0.004;21.000
70;2016-12-07 04:15:00;0.00;0.6;0.00;0.00;283.6;0.0031;0.0979;-0.339;20.800
71;2016-12-07 04:30:00;0.00;0.6;0.00;0.00;331.3;0.0036;0.0979;-0.676;22.800
72;2016-12-07 04:45:00;0.00;0.6;0.00;0.00;336.9;0.0036;0.0979;-0.060;22.200
73;2016-12-07 05:00:00;0.00;0.6;0.00;0.00;301.8;0.0031;0.0979;0.605;20.200
74;2016-12-07 05:15:00;0.00;0.6;0.00;0.00;272.4;0.0031;0.0979;0.550;19.900
75;2016-12-07 05:30:00;0.00;0.6;0.00;0.00;280.8;0.0031;0.0979;-0.367;19.800
76;2016-12-07 05:45:00;0.00;0.6;0.00;0.00;328.5;0.0031;0.0979;0.163;21.800
77;2016-12-07 06:00:00;0.00;0.6;0.00;0.00;346.8;0.0031;0.0979;0.273;21.000
78;2016-12-07 06:15:00;0.00;0.6;0.00;0.00;355.2;0.0031;0.0979;0.467;20.900
79;2016-12-07 06:30:00;0.00;0.6;0.00;0.00;338.3;0.0031;0.0979;0.246;21.400
80;2016-12-07 06:45:00;0.00;0.6;0.00;0.00;299.0;0.0031;0.0979;0.907;20.100
81;2016-12-07 07:00:00;0.00;0.6;0.00;0.00;292.0;0.0031;0.0979;1.398;18.300
82;2016-12-07 07:15:00;0.00;0.6;0.00;0.00;292.0;0.0031;0.0979;0.384;18.400
83;2016-12-07 07:30:00;0.00;0.6;0.00;0.00;301.8;0.0031;0.0979;0.412;20.000
84;2016-12-07 07:45:00;0.00;1.9;0.00;0.00;346.8;0.0031;0.0979;0.825;22.300
85;2016-12-07 08:00:00;0.00;6.9;0.00;0.00;342.6;0.0031;0.0979;0.522;20.700
86;2016-12-07 08:15:00;0.00;11.9;0.00;0.00;286.4;0.0031;0.0979;0.605;19.100
87;2016-12-07 08:30:00;0.00;11.9;0.00;0.00;273.8;0.0031;0.0979;0.356;20.300
88;2016-12-07 08:45:00;0.00;20.6;0.00;0.00;315.9;0.0031;0.0979;0.467;21.800
89;2016-12-07 09:00:00;0.00;20.6;0.00;0.00;300.4;0.0031;0.0979;0.825;22.100
90;2016-12-07 09:15:00;0.00;21.9;0.00;0.00;301.8;0.0031;0.0979;1.099;20.800
91;2016-12-07 09:30:00;0.00;24.4;0.00;0.00;303.2;0.0031;0.0979;1.643;19.400
92;2016-12-07 09:45:00;0.00;33.1;0.00;0.00;301.8;0.0031;0.0979;1.643;20.600
93;2016-12-07 10:00:00;0.00;78.1;0.00;0.00;301.8;0.0031;0.0979;2.343;22.200
94;2016-12-07 10:15:00;0.00;331.9;0.00;0.00;303.2;0.0031;0.0979;6.408;22.200
95;2016-12-07 10:30:00;0.00;369.4;0.00;0.00;43.5;0.0031;0.0979;6.661;21.000
96;2016-12-07 10:45:00;0.00;380.6;0.00;0.00;89.9;0.0031;0.0979;6.788;20.200
97;2016-12-07 11:00:00;0.00;345.6;0.00;0.00;61.8;0.0031;0.0979;6.611;19.900
98;2016-12-07 11:15:00;0.00;428.1;0.00;0.00;51.9;0.0031;0.0979;7.116;17.800
99;2016-12-07 11:30:00;0.00;431.9;0.00;0.00;47.7;0.0031;0.0979;6.763;18.100
100;2016-12-07 11:45:00;0.00;428.1;0.00;0.00;67.4;0.0031;0.0979;5.642;19.500
101;2016-12-07 12:00:00;0.00;429.4;0.00;0.00;158.6;0.0031;0.0979;5.949;19.900
102;2016-12-07 12:15:00;0.00;410.6;0.00;0.00;168.5;0.0031;0.0985;6.128;18.300
103;2016-12-07 12:30:00;0.00;413.1;0.00;0.00;106.7;0.0036;0.0979;6.255;17.100
104;2016-12-07 12:45:00;0.00;398.1;0.00;0.00;96.9;0.0036;0.0979;6.458;13.600
105;2016-12-07 13:00:00;0.00;384.4;0.00;0.00;109.5;0.0036;0.0979;6.763;13.600
106;2016-12-07 13:15:00;0.00;366.9;0.00;0.00;137.6;0.0036;0.0979;7.015;15.900
107;2016-12-07 13:30:00;0.00;350.6;0.00;0.00;129.2;0.0042;0.0979;7.619;17.800
108;2016-12-07 13:45:00;0.00;326.9;0.00;0.00;95.5;0.0036;0.0979;6.990;15.800
109;2016-12-07 14:00:00;0.00;289.4;0.00;0.00;102.5;0.0036;0.0979;7.995;14.400
110;2016-12-07 14:15:00;0.00;273.1;0.00;0.00;140.4;0.0036;0.0979;7.995;16.200
111;2016-12-07 14:30:00;0.00;261.9;0.00;0.00;178.3;0.0036;0.0979;7.619;21.600
112;2016-12-07 14:45:00;0.00;161.9;0.00;0.00;161.5;0.0036;0.0985;6.661;23.300
113;2016-12-07 15:00:00;0.00;180.6;0.00;0.00;161.5;0.0036;0.0979;7.368;23.200
114;2016-12-07 15:15:00;0.00;124.4;0.00;0.00;161.5;0.0036;0.0979;6.509;21.100
115;2016-12-07 15:30:00;0.00;89.4;0.00;0.00;161.5;0.0036;0.0979;6.712;21.300
116;2016-12-07 15:45:00;0.00;45.6;0.00;0.00;161.5;0.0036;0.0979;4.636;29.800
117;2016-12-07 16:00:00;0.00;23.1;0.00;0.00;161.5;0.0036;0.0979;4.921;29.700
118;2016-12-07 16:15:00;0.00;11.9;0.00;0.00;161.5;0.0036;0.0985;2.770;28.300
119;2016-12-07 16:30:00;0.00;3.1;0.00;0.00;161.5;0.0036;0.0985;2.074;30.200
120;2016-12-07 16:45:00;0.00;0.6;0.00;0.00;161.5;0.0042;0.0985;2.289;26.200
121;2016-12-07 17:00:00;0.00;0.6;0.00;0.00;161.5;0.0042;0.0985;2.396;24.200
122;2016-12-07 17:15:00;0.00;0.6;0.00;0.00;161.5;0.0042;0.0985;2.182;25.500
123;2016-12-07 17:30:00;0.00;0.6;0.00;0.00;161.5;0.0042;0.0985;2.370;26.000
124;2016-12-07 17:45:00;0.00;0.6;0.00;0.00;164.3;0.0042;0.0985;2.343;26.300
125;2016-12-07 18:00:00;0.00;0.6;0.00;0.00;164.3;0.0042;0.0985;2.047;26.600
126;2016-12-07 18:15:00;0.00;0.6;0.00;0.00;164.3;0.0042;0.0985;1.994;28.500
127;2016-12-07 18:30:00;0.00;0.6;0.00;0.00;164.3;0.0036;0.0985;2.343;28.300
128;2016-12-07 18:45:00;0.00;0.6;0.00;0.00;164.3;0.0042;0.0985;2.664;27.700
129;2016-12-07 19:00:00;0.00;0.6;0.00;0.00;165.7;0.0042;0.0985;2.823;26.800
130;2016-12-07 19:15:00;0.00;0.6;0.00;0.00;165.7;0.0042;0.0985;2.557;27.400
131;2016-12-07 19:30:00;0.00;0.6;0.00;0.00;165.7;0.0042;0.0985;1.805;27.900
132;2016-12-07 19:45:00;0.00;0.6;0.00;0.00;165.7;0.0042;0.0985;1.071;29.900
133;2016-12-07 20:00:00;0.00;0.6;0.00;0.00;165.7;0.0042;0.0985;1.153;30.600
134;2016-12-07 20:15:00;0.00;0.6;0.00;0.00;165.7;0.0036;0.0985;1.099;31.600
135;2016-12-07 20:30:00;0.00;0.6;0.00;0.00;252.7;0.0036;0.0985;1.099;31.000
136;2016-12-07 20:45:00;0.00;0.6;0.00;0.00;255.5;0.0036;0.0985;1.044;30.800
137;2016-12-07 21:00:00;0.00;0.6;0.00;0.00;266.7;0.0036;0.0985;0.715;31.500
138;2016-12-07 21:15:00;0.00;0.6;0.00;0.00;265.3;0.0036;0.0985;0.715;31.600
139;2016-12-07 21:30:00;0.00;0.6;0.00;0.00;265.3;0.0036;0.0985;0.605;31.700
140;2016-12-07 21:45:00;0.00;0.6;0.00;0.00;266.7;0.0036;0.0985;0.989;31.700
141;2016-12-07 22:00:00;0.00;0.6;0.00;0.00;266.7;0.0036;0.0985;1.453;30.000
142;2016-12-07 22:15:00;0.00;0.6;0.00;0.00;278.0;0.0036;0.0985;2.101;28.700
143;2016-12-07 22:30:00;0.00;0.6;0.00;0.00;289.2;0.0036;0.0985;1.561;28.400
144;2016-12-07 22:45:00;0.00;0.6;0.00;0.00;308.9;0.0036;0.0985;1.859;28.800
145;2016-12-07 23:00:00;0.00;0.6;0.00;0.00;338.3;0.0036;0.0985;2.182;28.200
146;2016-12-07 23:15:00;0.00;0.6;0.00;0.00;355.2;0.0036;0.0985;3.063;25.500
147;2016-12-07 23:30:00;0.00;0.6;0.00;0.00;342.6;0.0036;0.0985;2.316;25.700
148;2016-12-07 23:45:00;0.00;0.6;0.00;0.00;335.5;0.0036;0.0985;2.770;25.200
149;2016-12-08 00:00:00;0.00;0.6;0.00;0.00;349.6;0.0036;0.0985;3.036;23.500
150;2016-12-08 00:15:00;0.00;0.6;0.00;0.00;328.5;0.0036;0.0985;2.770;22.800
151;2016-12-08 00:30:00;0.00;0.6;0.00;0.00;313.1;0.0036;0.0985;3.063;22.600
152;2016-12-08 00:45:00;0.00;0.6;0.00;0.00;294.8;0.0036;0.0985;2.930;22.200
153;2016-12-08 01:00:00;0.00;0.6;0.00;0.00;306.1;0.0042;0.0985;2.956;22.300
154;2016-12-08 01:15:00;0.00;0.6;0.00;0.00;311.7;0.0036;0.0985;3.063;21.600
155;2016-12-08 01:30:00;0.00;0.6;0.00;0.00;344.0;0.0036;0.0985;3.354;20.800
156;2016-12-08 01:45:00;0.00;0.6;0.00;0.00;328.5;0.0036;0.0985;3.142;20.600
157;2016-12-08 02:00:00;0.00;0.6;0.00;0.00;318.7;0.0036;0.0985;2.503;20.400
158;2016-12-08 02:15:00;0.00;0.6;0.00;0.00;327.1;0.0036;0.0985;1.967;21.800
159;2016-12-08 02:30:00;0.00;0.6;0.00;0.00;321.5;0.0042;0.0985;2.343;22.000
160;2016-12-08 02:45:00;0.00;0.6;0.00;0.00;320.1;0.0042;0.0985;2.664;21.000
161;2016-12-08 03:00:00;0.00;0.6;0.00;0.00;314.5;0.0036;0.0985;2.584;20.900
162;2016-12-08 03:15:00;0.00;0.6;0.00;0.00;314.5;0.0036;0.0985;2.930;20.500
163;2016-12-08 03:30:00;0.00;0.6;0.00;0.00;292.0;0.0036;0.0985;3.380;19.900
164;2016-12-08 03:45:00;0.00;0.6;0.00;0.00;279.4;0.0036;0.0985;3.036;19.200
165;2016-12-08 04:00:00;0.00;0.6;0.00;0.00;279.4;0.0036;0.0985;2.664;19.500
166;2016-12-08 04:15:00;0.00;0.6;0.00;0.00;296.2;0.0036;0.0985;2.664;20.100
167;2016-12-08 04:30:00;0.00;0.6;0.00;0.00;311.7;0.0036;0.0985;2.877;20.700
168;2016-12-08 04:45:00;0.00;0.6;0.00;0.00;320.1;0.0036;0.0985;3.089;20.500
169;2016-12-08 05:00:00;0.00;0.6;0.00;0.00;318.7;0.0036;0.0985;3.406;19.900
170;2016-12-08 05:15:00;0.00;0.6;0.00;0.00;315.9;0.0036;0.0985;3.906;18.200
171;2016-12-08 05:30:00;0.00;0.6;0.00;0.00;339.7;0.0031;0.0985;3.670;17.600
172;2016-12-08 05:45:00;0.00;0.6;0.00;0.00;311.7;0.0031;0.0985;3.063;18.100
173;2016-12-08 06:00:00;0.00;0.6;0.00;0.00;318.7;0.0036;0.0985;3.775;18.600
174;2016-12-08 06:15:00;0.00;0.6;0.00;0.00;299.0;0.0036;0.0985;3.722;17.800
175;2016-12-08 06:30:00;0.00;0.6;0.00;0.00;292.0;0.0031;0.0985;3.591;18.100
176;2016-12-08 06:45:00;0.00;0.6;0.00;0.00;283.6;0.0036;0.0985;3.327;18.200
177;2016-12-08 07:00:00;0.00;0.6;0.00;0.00;290.6;0.0036;0.0985;3.248;18.500
178;2016-12-08 07:15:00;0.00;0.6;0.00;0.00;301.8;0.0031;0.0985;3.142;19.800
179;2016-12-08 07:30:00;0.00;0.6;0.00;0.00;320.1;0.0031;0.0985;4.011;19.000
180;2016-12-08 07:45:00;0.00;3.1;0.00;0.00;334.1;0.0036;0.0985;3.749;18.400
181;2016-12-08 08:00:00;0.00;6.9;0.00;0.00;314.5;0.0031;0.0985;3.564;19.200
182;2016-12-08 08:15:00;0.00;13.1;0.00;0.00;306.1;0.0031;0.0985;3.775;19.200
183;2016-12-08 08:30:00;0.00;16.9;0.00;0.00;297.6;0.0031;0.0985;3.617;18.800
184;2016-12-08 08:45:00;0.00;18.1;0.00;0.00;307.5;0.0036;0.0985;3.512;19.300
185;2016-12-08 09:00:00;0.00;18.1;0.00;0.00;324.3;0.0031;0.0985;3.985;19.700
186;2016-12-08 09:15:00;0.00;18.1;0.00;0.00;314.5;0.0036;0.0985;4.272;19.500
187;2016-12-08 09:30:00;0.00;20.6;0.00;0.00;311.7;0.0031;0.0985;4.714;18.100
188;2016-12-08 09:45:00;0.00;21.9;0.00;0.00;290.6;0.0031;0.0985;4.688;17.900
189;2016-12-08 10:00:00;0.00;30.6;0.00;0.00;278.0;0.0031;0.0985;4.141;18.100
190;2016-12-08 10:15:00;0.00;338.1;0.00;0.00;278.0;0.0031;0.0985;7.970;18.000
191;2016-12-08 10:30:00;0.00;339.4;0.00;0.00;247.1;0.0031;0.0985;9.015;16.700
192;2016-12-08 10:45:00;0.00;389.4;0.00;0.00;231.6;0.0036;0.0985;9.386;16.600
193;2016-12-08 11:00:00;0.00;410.6;0.00;0.00;231.6;0.0036;0.0985;9.485;15.500
194;2016-12-08 11:15:00;0.00;399.4;0.00;0.00;228.8;0.0036;0.0985;9.336;14.400
195;2016-12-08 11:30:00;0.00;416.9;0.00;0.00;144.6;0.0036;0.0985;9.312;14.100
196;2016-12-08 11:45:00;0.00;371.9;0.00;0.00;109.5;0.0036;0.0985;9.089;12.700
197;2016-12-08 12:00:00;0.00;401.9;0.00;0.00;108.1;0.0036;0.0985;9.386;12.100
198;2016-12-08 12:15:00;0.00;416.9;0.00;0.00;80.0;0.0036;0.0985;9.952;12.000
199;2016-12-08 12:30:00;0.00;399.4;0.00;0.00;106.7;0.0036;0.0985;9.952;11.500
200;2016-12-08 12:45:00;0.00;365.6;0.00;0.00;88.4;0.0036;0.0985;9.608;12.100
201;2016-12-08 13:00:00;0.00;368.1;0.00;0.00;54.8;0.0036;0.0985;9.928;12.100
202;2016-12-08 13:15:00;0.00;351.9;0.00;0.00;101.1;0.0036;0.0985;9.608;12.700
203;2016-12-08 13:30:00;0.00;339.4;0.00;0.00;105.3;0.0036;0.0985;10.075;14.600
204;2016-12-08 13:45:00;0.00;313.1;0.00;0.00;106.7;0.0036;0.0985;10.051;14.500
205;2016-12-08 14:00:00;0.00;288.1;0.00;0.00;126.4;0.0036;0.0985;10.467;14.900
206;2016-12-08 14:15:00;0.00;260.6;0.00;0.00;129.2;0.0036;0.0985;10.590;15.300
207;2016-12-08 14:30:00;0.00;233.1;0.00;0.00;84.2;0.0042;0.0985;10.834;14.700
208;2016-12-08 14:45:00;0.00;204.4;0.00;0.00;84.2;0.0036;0.0985;10.590;14.000
209;2016-12-08 15:00:00;0.00;173.1;0.00;0.00;84.2;0.0042;0.0985;11.151;13.200
210;2016-12-08 15:15:00;0.00;129.4;0.00;0.00;84.2;0.0042;0.0985;10.883;13.800
211;2016-12-08 15:30:00;0.00;83.1;0.00;0.00;84.2;0.0042;0.0990;9.928;13.600
212;2016-12-08 15:45:00;0.00;44.4;0.00;0.00;16.8;0.0042;0.0985;9.089;14.000
213;2016-12-08 16:00:00;0.00;16.9;0.00;0.00;11.2;0.0042;0.0990;8.717;14.300
214;2016-12-08 16:15:00;0.00;6.9;0.00;0.00;8.4;0.0042;0.0990;7.594;15.300
215;2016-12-08 16:30:00;0.00;3.1;0.00;0.00;7.0;0.0042;0.0985;5.693;17.100
216;2016-12-08 16:45:00;0.00;0.6;0.00;0.00;1.4;0.0042;0.0985;5.565;19.600
217;2016-12-08 17:00:00;0.00;0.6;0.00;0.00;0.0;0.0042;0.0985;5.257;20.100
218;2016-12-08 17:15:00;0.00;0.6;0.00;0.00;0.0;0.0042;0.0985;4.662;21.000
219;2016-12-08 17:30:00;0.00;0.6;0.00;0.00;0.0;0.0042;0.0990;4.688;21.500
220;2016-12-08 17:45:00;0.00;0.6;0.00;0.00;0.0;0.0042;0.0990;4.636;21.900
221;2016-12-08 18:00:00;0.00;0.6;0.00;0.00;0.0;0.0042;0.0990;4.558;22.000
222;2016-12-08 18:15:00;0.00;0.6;0.00;0.00;0.0;0.0042;0.0990;4.037;22.500
223;2016-12-08 18:30:00;0.00;0.6;0.00;0.00;0.0;0.0042;0.0990;4.844;23.000
224;2016-12-08 18:45:00;0.00;0.6;0.00;0.00;351.0;0.0042;0.0985;5.642;22.200
225;2016-12-08 19:00:00;0.00;0.6;0.00;0.00;352.4;0.0042;0.0985;4.947;21.100
226;2016-12-08 19:15:00;0.00;0.6;0.00;0.00;344.0;0.0042;0.0985;4.973;21.700
227;2016-12-08 19:30:00;0.00;0.6;0.00;0.00;327.1;0.0042;0.0985;4.921;22.000
228;2016-12-08 19:45:00;0.00;0.6;0.00;0.00;327.1;0.0042;0.0990;4.246;22.800
229;2016-12-08 20:00:00;0.00;0.6;0.00;0.00;324.3;0.0042;0.0990;4.402;23.300
230;2016-12-08 20:15:00;0.00;0.6;0.00;0.00;320.1;0.0042;0.0990;4.298;22.400
231;2016-12-08 20:30:00;0.00;0.6;0.00;0.00;322.9;0.0042;0.0985;4.298;23.100
232;2016-12-08 20:45:00;0.00;0.6;0.00;0.00;348.2;0.0042;0.0985;4.558;22.200
233;2016-12-08 21:00:00;0.00;0.6;0.00;0.00;317.3;0.0042;0.0990;4.740;21.600
234;2016-12-08 21:15:00;0.00;0.6;0.00;0.00;329.9;0.0042;0.0990;3.880;22.400
235;2016-12-08 21:30:00;0.00;0.6;0.00;0.00;336.9;0.0042;0.0990;4.089;23.200
236;2016-12-08 21:45:00;0.00;0.6;0.00;0.00;346.8;0.0042;0.0990;4.662;22.900
237;2016-12-08 22:00:00;0.00;0.6;0.00;0.19;336.9;0.0042;0.0990;4.532;22.200
238;2016-12-08 22:15:00;0.00;0.6;0.00;0.00;335.5;0.0042;0.0990;4.740;22.000
239;2016-12-08 22:30:00;0.00;0.6;0.00;0.00;320.1;0.0042;0.0985;4.688;21.500
240;2016-12-08 22:45:00;0.00;0.6;0.00;0.00;315.9;0.0042;0.0990;4.350;21.200
241;2016-12-08 23:00:00;0.00;0.6;0.00;0.00;338.3;0.0036;0.0990;4.740;21.700
242;2016-12-08 23:15:00;0.00;0.6;0.00;0.00;318.7;0.0042;0.0990;4.818;21.600
243;2016-12-08 23:30:00;0.00;0.6;0.00;0.00;339.7;0.0036;0.0990;5.411;20.300
244;2016-12-08 23:45:00;0.00;0.6;0.00;0.00;315.9;0.0042;0.0990;5.693;20.100
245;2016-12-09 00:00:00;0.00;0.6;0.00;0.00;272.4;0.0042;0.0990;5.257;20.100
246;2016-12-09 00:15:00;0.00;0.6;0.00;0.00;314.5;0.0036;0.0990;4.558;21.500
247;2016-12-09 00:30:00;0.00;0.6;0.00;0.00;307.5;0.0036;0.0990;5.308;20.400
248;2016-12-09 00:45:00;0.00;0.6;0.00;0.00;292.0;0.0036;0.0990;5.231;19.200
249;2016-12-09 01:00:00;0.00;0.6;0.00;0.00;325.7;0.0036;0.0990;5.128;20.100
250;2016-12-09 01:15:00;0.00;0.6;0.00;0.00;303.2;0.0036;0.0990;5.591;18.300
251;2016-12-09 01:30:00;0.00;0.6;0.00;0.00;285.0;0.0036;0.0990;5.668;18.000
252;2016-12-09 01:45:00;0.00;0.6;0.00;0.00;282.2;0.0036;0.0990;4.194;17.700
253;2016-12-09 02:00:00;0.00;0.6;0.00;0.00;328.5;0.0036;0.0990;4.610;18.100
