"TOA5","CR1000","CR1000","E9189","CR1000.Std.27.04","CPU:M1 - LTER Catchment station - 160517.CR1","22723","MeteoVal"
"TIMESTAMP","RECORD","BattV_Avg","T_Log_Avg","T_Air_Avg","T_Air_Std","RH","Wind_Dir","Wind_Speed_Avg","Wind_Speed_Max","Wind_Speed_Std","Wind_Diag","Wind_SmplsF_Tot","Wind_Diag1F","Wind_Diag2F","Wind_Diag4F","Wind_Diag8F","Wind_Diag9F","Wind_Diag10F","Wind_NNDF","Tip_Precip_Tot","SWC_A_02_Avg","SWC_A_02_Std","SWC_ST_A_02_Avg","SWC_ST_A_02_Std","SWC_A_05_Avg","SWC_A_05_Std","SWC_ST_A_05_Avg","SWC_ST_A_05_Std","SWC_A_20_Avg","SWC_A_20_Std","SWC_ST_A_20_Avg","SWC_ST_A_20_Std","SWP_A_05","SWP_ST_A_05","SWP_A_20","SWP_ST_A_20","SR_Sw_Avg","SR_Sw_Std","PAR_Up_Avg","PAR_Up_Std","PAR_Soil_Avg","PAR_Soil_Std"
"TS","RN","Volts","Deg C","Deg C","Deg C","%","degrees","meters/second","meters/second","meters/second","unitless","","","","","","","","","mm/15min","m^3/m^3","m^3/m^3","Deg C","Deg C","m^3/m^3","m^3/m^3","Deg C","Deg C","m^3/m^3","m^3/m^3","Deg C","Deg C","kPa","Deg C","kPa","Deg C","W/m2","W/m2","umol/m2s1","umol/m2s1","umol/m2s1","umol/m2s1"
"","","Avg","Avg","Avg","Std","Smp","Smp","Avg","Max","Std","Smp","Tot","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Tot","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Smp","Smp","Smp","Smp","Avg","Std","Avg","Std","Avg","Std"
"2016-05-10 15:45:00",0,12.58,24.16,23.82,0.044,44.03,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,0,0,23.88,0.008,0,0,23.81,0.01,0,0,24.07,0.018,"NAN",0,"NAN",0,-2716,807,-283.9,43.43,-738.7,66.27
"2016-05-10 16:00:00",1,12.58,24.21,24.84,1.539,40.36,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,0.01384667,0.052,23.95,0.087,0.00762,0.025,23.92,0.137,0.01245333,0.047,23.94,0.087,"NAN",0,"NAN",0,340.9,870,-117.8,203.7,-301.2,169.9
"2016-05-10 16:15:00",2,12.58,24.48,24.38,0.016,43.32,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,0,0,24.06,0.013,0,0,24.09,0.003,0,0,24.08,0.011,"NAN",0,"NAN",0,1627,11.8,917,10.41,395.5,20.79
"2016-05-10 16:30:00",3,12.58,24.55,24.25,0.057,44.91,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,0,0,23.97,0.035,0,0,24.04,0.022,0,0,24.06,0.013,-9.3,23.3,-9.2,23.4,1728,40.65,1022,47.21,583.1,76.2
"2016-05-10 16:45:00",4,12.57,24.64,24.23,0.089,44.6,118,"NAN","NAN","NAN",0,11,0,0,0,0,0,0,0,0,0,0,23.91,0.013,0,0,24,0.012,0,0,24.06,0.011,-9.4,23.9,-9.2,22.9,1856,35.82,1170,38.35,788.5,44.11
"2016-05-10 17:00:00",5,12.57,24.67,24.02,0.029,45.22,195,0.055,0.11,0.027,0,15,0,0,0,0,0,0,0,0,0,0,23.89,0.011,0,0,23.99,0.014,0,0,24.06,0.017,-9.3,24.2,-9.4,23.2,1253,741.2,408.8,1438,731.3,338
"2016-05-11 15:00:00",6,12.58,23.99,23.62,0.029,51.8,196,0.045,0.08,0.016,0,15,0,0,0,0,0,0,0,4,0,0,23.66,0.013,0,0,23.72,0.016,0,0,23.82,0.016,-10,24.1,-1052,23.8,367.4,147.5,488.3,116,-143.9,126
"2016-05-11 15:15:00",7,12.58,24.04,23.62,0.026,52.11,177,0.033,0.05,0.013,0,15,0,0,0,0,0,0,0,0,0,0,23.68,0.01,0,0,23.76,0.018,0,0,23.87,0.016,-10,24.1,-1213,23.8,865,165.6,328.7,9.1,191,75.95
"2016-05-17 17:30:00",8,12.59,22.99,-132.1,15.8,81.4,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,3596,792.3,938,311.8,-472.3,194.8
"2016-05-17 17:45:00",9,12.6,23.06,-141.8,0.619,83,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4233,11.21,2235,376.8,207.8,199.5
"2016-05-17 18:00:00",10,12.59,23.07,-140.8,0.131,83.3,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4210,14.73,3093,121.8,864,175.4
"2016-05-17 18:15:00",11,12.59,23.04,-140.7,0.294,82.8,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4190,8.58,3319,14.3,1545,204
"2016-05-17 18:30:00",12,12.59,22.84,-141,0.289,83.5,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4193,4.297,3331,2.276,2187,153.4
"2016-05-17 18:45:00",13,12.59,22.55,-140.9,0.162,83.7,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4197,10.16,3332,2.46,2546,58.44
"2016-05-17 19:00:00",14,12.59,22.26,-140.5,0.119,82.9,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4181,12.44,3323,7.748,2660,11.59
"2016-05-17 19:15:00",15,12.59,21.97,-140.5,0.153,83.2,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4185,12.21,3309,4.781,2672,1.493
"2016-05-17 19:30:00",16,12.59,21.68,-140.7,0.127,83.4,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4193,2.693,3319,2.13,2678,1.368
"2016-05-17 19:45:00",17,12.59,21.43,-140.5,0.135,83.4,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4191,6.926,3319,2.275,2682,1.05
"2016-05-17 20:00:00",18,12.59,21.19,-140.5,0.201,83.7,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4207,10.67,3328,5.87,2686,2.516
"2016-05-17 20:15:00",19,12.59,20.96,-140.6,0.207,83.3,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4200,4.49,3332,2.664,2694,0.92
"2016-05-17 20:30:00",20,12.58,20.75,-140.6,0.252,83.5,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4203,7.277,3330,2.759,2692,1.493
"2016-05-17 20:45:00",21,12.58,20.55,-140.9,0.163,82.9,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4214,5.092,3343,3.388,2700,3.153
"2016-05-17 21:00:00",22,12.58,20.34,-140.6,0.111,83.2,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4211,7.405,3346,2.118,2708,0.577
"2016-05-17 21:15:00",23,12.58,20.13,-140.9,0.26,84,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4214,4.617,3344,1.617,2709,1.187
"2016-05-17 21:30:00",24,12.58,19.93,-140.5,0.089,83.2,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4205,10.48,3345,4.639,2710,2.075
"2016-05-17 21:45:00",25,12.58,19.74,-140.6,0.101,83.4,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4192,10.85,3328,3.1,2697,5.433
"2016-05-17 22:00:00",26,12.58,19.55,-140.6,0.247,84.1,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4208,4.426,3338,2.493,2696,1.494
"2016-05-17 22:15:00",27,12.58,19.37,-140.6,0.146,83.5,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4212,3.628,3344,1.449,2703,1.543
"2016-05-17 22:30:00",28,12.58,19.2,-140.8,0.117,83.4,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4217,2.515,3348,2.59,2707,1.629
"2016-05-17 22:45:00",29,12.58,19.03,-140.5,0.338,84.1,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4214,8.34,3349,2.235,2710,1.361
"2016-05-17 23:00:00",30,12.58,18.86,-141,0.231,81.8,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4220,13.8,3356,2.605,2715,0.06
"2016-05-17 23:15:00",31,12.58,18.71,-141.1,0.159,84.5,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4214,24.75,3348,8.12,2712,2.733
"2016-05-17 23:30:00",32,12.57,18.57,-141.1,0.091,84.4,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4261,8.97,3387,6.079,2739,9.49
"2016-05-17 23:45:00",33,12.57,18.43,-140.5,0.214,84.4,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4235,5.098,3375,5.952,2747,4.342
"2016-05-18 00:00:00",34,12.57,18.27,-140.8,0.117,84,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4224,5.84,3359,4.883,2730,6.824
"2016-05-18 00:15:00",35,12.57,18.13,-140.7,0.238,83.8,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4217,3.406,3349,1.458,2713,4.241
"2016-05-18 00:30:00",36,12.57,18,-140.6,0.308,83.8,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4229,6.087,3355,2.521,2711,0.748
"2016-05-18 00:45:00",37,12.57,17.86,-140.9,0.217,83.7,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4233,9.06,3364,3.144,2718,2.611
"2016-05-18 01:00:00",38,12.57,17.73,-140.8,0.255,84,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4235,3.347,3365,2.209,2725,0.822
"2016-05-18 01:15:00",39,12.57,17.59,-140.8,0.293,84.4,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4243,6.56,3374,1.414,2731,2.051
"2016-05-18 01:30:00",40,12.57,17.45,-140.7,0.105,84.5,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4236,7.704,3369,1.646,2732,2.607
"2016-05-18 01:45:00",41,12.57,17.32,-140.9,0.225,83.8,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4231,8.26,3367,2.93,2730,2.546
"2016-05-18 02:00:00",42,12.57,17.18,-140.7,0.271,83.6,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4240,6.612,3371,3.311,2730,1.493
"2016-05-18 02:15:00",43,12.57,17.05,-141.1,0.128,83.7,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4229,3.641,3368,1.219,2731,2.075
"2016-05-18 02:30:00",44,12.57,16.93,-140.8,0.162,84.2,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4243,7.245,3375,3.762,2734,2.19
"2016-05-18 02:45:00",45,12.56,16.81,-140.8,0.202,84.2,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4234,9.66,3374,4.915,2738,2.391
"2016-05-18 03:00:00",46,12.56,16.69,-140.9,0.307,84,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4232,5.981,3367,0.801,2730,2.9
"2016-05-18 03:15:00",47,12.56,16.58,-140.5,0.17,83.4,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4223,4.236,3364,3.501,2727,3.025
"2016-05-18 03:30:00",48,12.56,16.48,-140.7,0.116,83.8,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4222,2.75,3358,0.424,2718,2.465
"2016-05-18 03:45:00",49,12.56,16.34,-140.6,0.143,83.7,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4232,5.8,3364,3.534,2720,1.601
"2016-05-18 04:00:00",50,12.56,16.25,-141,0.111,84.3,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4245,12.59,3375,7.39,2727,3.816
"2016-05-18 04:15:00",51,12.56,16.15,-140.9,0.152,83.6,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4249,13.58,3390,4.577,2747,3.704
"2016-05-18 04:30:00",52,12.56,16.06,-140.8,0.133,84.2,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4249,5.122,3384,1.948,2749,1.219
"2016-05-18 04:45:00",53,12.56,15.97,-140.8,0.201,84.5,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4253,3.721,3386,1.502,2749,0.577
"2016-05-18 05:00:00",54,12.56,15.89,-140.9,0.18,83.9,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4252,5.577,3386,1.625,2749,1.209
"2016-05-18 05:15:00",55,12.56,15.82,-140.6,0.145,84.4,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4239,6.345,3376,2.13,2742,4.492
"2016-05-18 05:30:00",56,12.56,15.75,-140.8,0.158,84,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4237,3.385,3371,0.974,2733,3.721
"2016-05-18 05:45:00",57,12.56,15.69,-141,0.134,84.1,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4246,12.63,3377,5.597,2732,2.455
"2016-05-18 06:00:00",58,12.56,15.63,-140.7,0.129,84.9,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4262,13.25,3393,5.378,2747,3.731
"2016-05-18 06:15:00",59,12.56,15.57,-140.9,0.185,85,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4259,5.291,3402,7.751,2750,9.09
"2016-05-18 06:30:00",60,12.56,15.5,-140.9,0.208,84.5,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4268,7.343,3408,3.534,2757,3.389
"2016-05-18 06:45:00",61,12.56,15.39,-141,0.138,84.8,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4257,5.905,3395,2.1,2757,3.154
"2016-05-18 07:00:00",62,12.56,15.28,-141,0.052,83.6,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4235,14.02,3421,23.17,2759,4.543
"2016-05-18 07:15:00",63,12.56,15.21,-140.9,0.122,83.4,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4238,6.154,3414,15.41,2770,2.547
"2016-05-18 07:30:00",64,12.56,15.17,-141.3,0.146,83.5,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4238,5.666,3390,2.391,2760,4.677
"2016-05-18 07:45:00",65,12.56,15.23,-140.9,0.119,84.3,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4242,8.18,3393,4.406,2754,1.494
"2016-05-18 08:00:00",66,12.55,15.35,-141,0.263,84.4,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4240,10.27,3390,6.863,2754,3.856
"2016-05-18 08:15:00",67,12.55,15.47,-141.1,0.288,83.3,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4245,12.75,3396,8.94,2753,2.225
"2016-05-18 08:30:00",68,12.55,15.61,-140.9,0.138,84.1,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4238,4.406,3398,3.994,2762,4.379
"2016-05-18 08:45:00",69,12.55,15.8,-140.8,0.29,83.9,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4241,5.406,3399,11.66,2751,2.057
"2016-05-18 09:00:00",70,12.55,15.99,-141.1,0.206,82.5,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4237,6.361,3446,85.4,2750,14.25
"2016-05-18 09:15:00",71,12.56,16.19,-140.9,0.124,84.6,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4251,10.02,3498,55.55,2817,7.038
"2016-05-18 09:30:00",72,12.56,16.15,-141,0.231,81.5,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0,1,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN","NAN",0,0,"NAN",0,"NAN",0,4199,64.59,3574,168.8,2918,167.5
"2016-05-18 15:45:00",73,14.59,12.55,9.92,0.103,46.48,208,4.077,5.42,0.896,0,4,0,0,0,0,0,0,0,0,0.17355,0,15.67,0.008,0.199025,0,12.41,0.011,0.24805,0,10.58,0.015,-14.8,14,-16.4,10.5,165.2,63.59,1430,22.11,754.7,15.17
"2016-05-18 16:00:00",74,14.5,12.15,9.81,0.086,48.66,209,4.973,8.08,1.094,0,15,0,0,0,0,0,0,0,0,0.1748333,0.005,15.6,0.038,0.2007267,0,12.4,0.009,0.2481467,0,10.54,0.023,-15,14,-16.9,10.5,579.2,158.3,1254,96.6,565.4,179.2
"2016-05-18 16:15:00",75,14.44,11.88,9.51,0.21,50.36,201,4.661,6.23,0.832,0,15,0,0,0,0,0,0,0,0,0.1858867,0.007,15.45,0.055,0.20004,0.001,12.38,0.026,0.2487067,0,10.49,0.019,-15.3,14,-17.4,10.4,1159,187,1059,96.3,469.9,73.72
"2016-05-18 16:30:00",76,14.21,12.35,9.4,0.104,49.57,217,4.13,6.32,1.112,0,15,0,0,0,0,0,0,0,0,0.1793533,0,15.23,0.074,0.1997066,0,12.32,0.017,0.2487,0,10.43,0.015,-15.6,14,-17.9,10.3,1840,154,1013,226.3,481.9,109
"2016-05-18 16:45:00",77,13.64,12.77,9.22,0.076,49.02,214,4.276,6.16,0.759,0,15,0,0,0,0,0,0,0,0,0.1787467,0,14.95,0.09,0.1997066,0,12.26,0.027,0.2487,0,10.39,0.016,-15.8,13.9,-18.6,10.3,2096,27.49,945,167.5,383.5,40.92
"2016-05-18 17:00:00",78,13.4,12.89,8.94,0.146,53.84,201,4.206,5.68,1.018,0,15,0,0,0,0,0,0,0,0,0.1784933,0,14.62,0.109,0.1997133,0,12.18,0.032,0.2487,0,10.36,0.017,-16,13.8,-19.1,10.3,2226,35.67,496,29.94,233.5,20.38
"2016-05-18 17:15:00",79,13.39,12.63,8.94,0.074,51.84,202,3.649,5.6,0.895,0,15,0,0,0,0,0,0,0,0,0.1780867,0,14.24,0.105,0.1997066,0,12.1,0.027,0.2487,0,10.33,0.014,-16.2,13.7,-19.5,10.2,2314,23.21,818,173.1,195.6,12.99
"2016-05-18 17:30:00",80,13.4,13.02,8.79,0.159,54.42,212,4.391,5.35,0.577,0,15,0,0,0,0,0,0,0,0,0.1780933,0,13.86,0.111,0.1996667,0,12,0.035,0.2487,0,10.31,0.012,-16.4,13.5,-20,10.2,2321,48.91,796.8,156.3,175.1,12.74
"2016-05-18 17:45:00",81,13.29,13.01,8.43,0.039,54.42,213,3.352,4.8,0.688,0,15,0,0,0,0,0,0,0,0,0.1781,0,13.51,0.103,0.199,0,11.9,0.033,0.2487,0,10.29,0.011,-16.5,13.4,-20.4,10.2,2404,14.51,411.5,125.8,147.2,5.74
"2016-05-18 18:00:00",82,13.28,12.43,8.27,0.065,56.7,222,2.936,3.59,0.448,0,15,0,0,0,0,0,0,0,0,0.17774,0,13.16,0.099,0.1990933,0,11.79,0.036,0.2487,0,10.28,0.015,-16.7,13.2,-20.7,10.2,2419,21.39,281.3,27.04,134.2,14.55
"2016-05-18 18:15:00",83,13.26,11.8,8.18,0.039,56.91,214,2.337,3.18,0.373,0,15,0,0,0,0,0,0,0,0,0.1774466,0,12.83,0.09,0.1992733,0,11.67,0.033,0.2487,0,10.26,0.014,-16.8,13.1,-21,10.2,2464,16.55,236,18.74,119.1,8.81
"2016-05-18 18:30:00",84,13.2,11.25,7.899,0.124,57.63,215,2.861,3.76,0.416,0,15,0,0,0,0,0,0,0,0,0.17748,0,12.53,0.089,0.1997533,0,11.56,0.032,0.2487,0,10.25,0.013,-16.9,12.9,-21.3,10.2,2515,15.33,156.2,15.97,76,9.19
"2016-05-18 18:45:00",85,13.16,10.71,7.67,0.072,54.06,225,2.24,3.4,0.575,0,15,0,0,0,0,0,0,0,0,0.17712,0,12.24,0.095,0.1994333,0,11.44,0.042,0.2487,0,10.23,0.015,-17,12.7,-21.5,10.1,2472,32.43,131.2,4.439,59.69,3.447
"2016-05-18 19:00:00",86,13.14,10.21,7.539,0.044,54.16,218,2.019,2.98,0.429,0,15,0,0,0,0,0,0,0,0,0.1768,0,11.92,0.091,0.1990667,0,11.33,0.048,0.2487,0,10.22,0.014,-17.1,12.5,-21.8,10.1,2421,4.84,126.6,3.817,58.67,4.201
