"TOA5","CR1000","CR1000","E9189","CR1000.Std.27.04","CPU:M1&S2 - LTER Catchment station - 160616.cr1","57598","MeteoVal"
"TIMESTAMP","RECORD","BattV_Avg","T_Log_Avg","T_Air_Avg","T_Air_Std","RH","Wind_Dir","Wind_Speed_Avg","Wind_Speed_Max","Wind_Speed_Std","Wind_SmplsF_Tot","Wind_Diag1F_Tot","Wind_Diag2F_Tot","Wind_Diag4F_Tot","Wind_Diag8F_Tot","Wind_Diag9F_Tot","Wind_Diag10F_Tot","Wind_NNDF_Tot","Tip_Precip_Tot","SWC_A_02_Avg","SWC_A_02_Std","SWC_ST_A_02_Avg","SWC_ST_A_02_Std","SWC_A_05_Avg","SWC_A_05_Std","SWC_ST_A_05_Avg","SWC_ST_A_05_Std","SWC_A_20_Avg","SWC_A_20_Std","SWC_ST_A_20_Avg","SWC_ST_A_20_Std","SWP_A_05_Avg","SWP_A_05_Std","SWP_ST_A_05_Avg","SWP_ST_A_05_Std","SWP_A_20_Avg","SWP_A_20_Std","SWP_ST_A_20_Avg","SWP_ST_A_20_Std","SR_Sw_Avg","SR_Sw_Std","PAR_Up_Avg","PAR_Up_Std","PAR_Soil_Avg","PAR_Soil_Std"
"TS","RN","Volts","Deg C","Deg C","Deg C","%","degrees","meters/second","meters/second","meters/second","","","","","","","","","mm/15min","m^3/m^3","m^3/m^3","Deg C","Deg C","m^3/m^3","m^3/m^3","Deg C","Deg C","m^3/m^3","m^3/m^3","Deg C","Deg C","kPa","kPa","Deg C","Deg C","kPa","kPa","Deg C","Deg C","W/m2","W/m2","umol/m2s1","umol/m2s1","umol/m2s1","umol/m2s1"
"","","Avg","Avg","Avg","Std","Smp","Smp","Avg","Max","Std","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Tot","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std"
"2017-06-27 12:15:00",34939,13.86,19.32,15.8,0.286,86.2,198,3.115,4.83,0.842,15,0,0,0,0,0,0,0,0,0.2471067,0,18.39,0.215,0.11304,0,18.35,0.228,0.07313333,0,15.39,0.014,-10.13,0.239,16.23,0.085,-1134,9.64,15.7,0,3493,15.54,1979,608.9,171.8,61.3
"2017-06-27 12:30:00",34940,13.85,18.64,15.9,0.236,82.2,208,2.693,3.91,0.79,15,0,0,0,0,0,0,0,0,0.2465,0,19.05,0.161,0.11352,0,19.12,0.208,0.07314,0,15.38,0.009,-10.09,0.205,16.53,0.1,-1131,13.15,15.7,0,3332,38.61,2162,500.3,204.6,61.42
"2017-06-27 12:45:00",34941,13.85,18.46,15.84,0.537,93.7,242,3.28,4.75,0.691,15,0,0,0,0,0,0,0,0,0.2455667,0,19.55,0.134,0.1139933,0,19.77,0.174,0.07311333,0,15.37,0.019,-10.13,0.157,16.84,0.095,-1132,11.73,15.7,0,3289,50.67,1684,688.3,156,92.7
"2017-06-27 13:00:00",34942,13.87,18.39,15.16,0.212,90.2,224,2.799,3.89,0.711,15,0,0,0,0,0,0,0,0,0.2445733,0,19.9,0.07,0.1144933,0,20.29,0.125,0.07316,0,15.39,0.013,-10.18,0.204,17.14,0.095,-1133,9.62,15.7,0,3463,33.54,766.1,312,52.75,33.83
"2017-06-27 13:15:00",34943,13.88,17.87,14.37,0.123,86.5,215,3.046,4.25,0.734,15,0,0,0,0,0,0,0,0,0.24466,0,19.97,0.018,0.11516,0,20.59,0.049,0.07312667,0,15.4,0.017,-10.26,0.265,17.42,0.075,-1127,10.26,15.7,0,3477,21.92,381,19.81,24.45,1.839
"2017-06-27 13:30:00",34944,13.89,17.11,13.98,0.129,91.4,153,2.225,3.56,0.806,15,0,0,0,0,0,0,0,0,0.2443666,0,19.82,0.07,0.1151067,0,20.66,0.011,0.07314666,0,15.42,0.017,-10.15,0.05,17.65,0.05,-1133,7.745,15.7,0,3469,28.88,372.9,134.9,18.23,6.184
"2017-06-27 13:45:00",34945,13.91,16.66,14.4,0.243,90.2,28,0.645,1.43,0.384,15,0,0,0,0,0,0,0,0,0.2436933,0,19.56,0.076,0.1158,0,20.57,0.044,0.07310666,0,15.44,0.016,-10.19,0.025,17.83,0.047,-1130,9.81,15.7,0,3536,24.63,851,207.3,54.23,19.07
"2017-06-27 14:00:00",34946,13.88,17.17,14.9,0.26,89.8,69,1.317,2.75,0.641,15,0,0,0,0,0,0,0,0,0.2436933,0,19.39,0.03,0.1158,0,20.42,0.042,0.07312667,0,15.49,0.02,-10.26,0.162,17.94,0.049,-1131,9.87,15.7,0,3470,75.2,1689,449.3,98.8,10.53
"2017-06-27 14:15:00",34947,13.87,18.42,16.34,0.161,74.13,26,1.561,2.32,0.501,15,0,0,0,0,0,0,0,0,0.2432667,0,19.52,0.086,0.1158,0,20.36,0.018,0.07313333,0,15.53,0.02,-10.26,0.162,18,0,-1127,9.72,15.7,0,3240,107.5,1571,521.4,78.68,14
"2017-06-27 14:30:00",34948,13.85,19.47,16.46,0.133,78.4,188,1.423,2.56,0.759,15,0,0,0,0,0,0,0,0,0.24274,0,19.86,0.095,0.1158333,0,20.45,0.043,0.07313333,0,15.58,0.019,-10.27,0.044,18.07,0.044,-1124,10.87,15.7,0,2967,44.31,883,49.99,50.25,4.241
"2017-06-27 14:45:00",34949,13.83,19.58,15.7,0.267,80.3,230,2.071,3.44,0.645,15,0,0,0,0,0,0,0,0,0.2419133,0,20.06,0.029,0.11644,0,20.58,0.032,0.07348,0,15.63,0.019,-10.34,0.15,18.16,0.049,-1124,7.593,15.79,0.025,3052,33.28,617.1,204,37.13,12.04
"2017-06-27 15:00:00",34950,13.86,18.93,14.83,0.139,92.8,235,2.729,4.11,0.503,15,0,0,0,0,0,0,0,0,0.24182,0,20.05,0.029,0.11642,0,20.63,0.016,0.07378666,0,15.68,0.018,-10.39,0.222,18.28,0.04,-1120,11.61,15.8,0,3314,137.9,279.3,15.27,17.66,2.13
"2017-06-27 15:15:00",34951,13.87,18.04,14.53,0.13,94,175,1.332,2.28,0.739,15,0,0,0,0,0,0,0,0,0.2416,0,19.88,0.064,0.1166,0,20.59,0.036,0.07378666,0,15.73,0.019,-10.37,0.174,18.39,0.025,-1124,8.83,15.8,0,3656,57.59,546.8,474.1,23.43,10.56
"2017-06-27 15:30:00",34952,13.87,17.93,15.21,0.141,91.4,235,1.587,2.37,0.505,15,0,0,0,0,0,0,0,0,0.2409933,0,19.68,0.05,0.11712,0,20.46,0.04,0.07378666,0,15.79,0.018,-10.47,0.208,18.47,0.047,-1114,10.92,15.86,0.049,3687,31.65,1291,475.4,54.9,4.37
"2017-06-27 15:45:00",34953,13.86,19.06,16.01,0.243,88,191,1.491,2.64,0.455,15,0,0,0,0,0,0,0,0,0.2404333,0,19.61,0.021,0.1171,0,20.35,0.026,0.07378666,0,15.83,0.016,-10.51,0.216,18.5,0,-1110,13.87,15.9,0,3502,58.84,1355,622.1,45.5,6.3
"2017-06-27 16:00:00",34954,13.84,19.7,15.99,0.164,85.5,192,1.543,2.24,0.447,15,0,0,0,0,0,0,0,0,0.23992,0,19.68,0.029,0.1171133,0,20.31,0.016,0.07376666,0,15.89,0.019,-10.49,0.025,18.5,0,-1108,14.39,15.9,0,3416,9.32,1099,415.2,41.2,2.938
"2017-06-27 16:15:00",34955,13.8,19.87,15.52,0.249,92.7,234,2.718,4.67,0.993,15,0,0,0,0,0,0,0,0,0.2395,0,19.72,0.016,0.1171067,0,20.3,0.011,0.07376,0,15.93,0.018,-10.53,0.047,18.5,0,-1111,14.3,15.99,0.034,3438,27.36,622.9,75.34,28.3,2.606
"2017-06-27 16:30:00",34956,13.82,19.17,14.9,0.088,90.7,247,2.617,4.06,0.722,15,0,0,0,0,0,0,0,0,0.2389867,0,19.7,0.026,0.1171133,0,20.28,0.016,0.07375333,0,15.98,0.014,-10.6,0,18.6,0,-1102,13.14,16,0,3569,24.25,514.9,103,23.09,1.839
"2017-06-27 16:45:00",34957,13.81,18.63,15.47,0.235,91.6,150,1.395,2.98,0.541,15,0,0,0,0,0,0,0,0,0.2388,0,19.58,0.04,0.1170933,0,20.22,0.025,0.07375333,0,16.03,0.02,-10.62,0.04,18.6,0,-1103,14.39,16.01,0.034,3522,26.18,614.9,104.9,29.54,5.709
"2017-06-27 17:00:00",34958,13.81,18.39,15.04,0.035,93.3,189,1.155,1.81,0.423,15,0,0,0,0,0,0,0,0,0.2381533,0,19.47,0.038,0.1171,0,20.14,0.025,0.07376666,0,16.07,0.009,-10.7,0,18.6,0,-1100,21.06,16.1,0,3600,15.42,462,50.35,26.71,2.805
"2017-06-27 17:15:00",34959,13.86,18.03,14.83,0.23,94.9,215,2.595,3.64,0.644,15,0,0,0,0,0,0,0,0,0.2381133,0,19.38,0.032,0.11724,0,20.06,0.024,0.07374667,0,16.12,0.013,-10.7,0,18.6,0,-1095,22.69,16.1,0,3646,33.7,287.5,41.14,19.36,1.208
"2017-06-27 17:30:00",34960,13.85,17.5,14.83,0.144,93.7,213,1.737,2.5,0.4,15,0,0,0,0,0,0,0,0,0.2375733,0,19.27,0.045,0.1178,0,19.97,0.035,0.07376,0,16.15,0.024,-10.81,0.165,18.6,0,-1092,21.37,16.12,0.04,3704,4.893,385,77.75,21.51,1.825
"2017-06-27 17:45:00",34961,13.89,17.25,15.07,0.082,92.6,207,1.809,2.58,0.38,15,0,0,0,0,0,0,0,0,0.2374467,0,19.14,0.035,0.1178,0,19.86,0.04,0.07374,0,16.18,0.018,-10.89,0.238,18.6,0,-1086,22.5,16.2,0,3668,19.2,475.1,63.41,29.43,4.19
"2017-06-27 18:00:00",34962,13.89,17.13,14.91,0.061,93.6,189,0.847,1.95,0.395,15,0,0,0,0,0,0,0,0,0.2371133,0,19.06,0.029,0.1178,0,19.76,0.035,0.07374,0,16.23,0.012,-10.89,0.238,18.6,0,-1062,25.62,16.2,0,3700,12.04,369,19.58,16.64,2.166
"2017-06-27 18:15:00",34963,13.9,17.07,14.81,0.098,96.2,227,1.592,2.36,0.483,15,0,0,0,0,0,0,0,0,0.23678,0,18.97,0.031,0.1178133,0,19.67,0.033,0.07373333,0,16.26,0.015,-10.88,0.197,18.51,0.025,-1075,23.54,16.21,0.034,3713,18.83,278.4,73.47,15.51,2.044
"2017-06-27 18:30:00",34964,13.9,16.82,14.65,0.089,96.7,177,1.027,1.32,0.265,15,0,0,0,0,0,0,0,0,0.2368,0,18.88,0.035,0.11782,0,19.57,0.028,0.07372666,0,16.29,0.018,-11.03,0.289,18.5,0,-1076,28.98,16.3,0,3759,5.983,177.3,11.47,11.43,1.154
"2017-06-27 18:45:00",34965,13.89,16.55,14.54,0.07,98.4,215,0.982,1.43,0.315,15,0,0,0,0,0,0,0,0,0.23652,0,18.77,0.029,0.1178067,0,19.46,0.042,0.07374667,0,16.32,0.013,-11.14,0.34,18.49,0.034,-1061,28.74,16.3,0,3796,14.38,165.4,18.82,10.42,1.219
"2017-06-27 19:00:00",34966,13.85,16.26,14.38,0.063,100,234,1.031,1.74,0.347,15,0,0,0,0,0,0,0,0,0.2361,0,18.66,0.036,0.1178267,0,19.36,0.03,0.07375333,0,16.34,0.018,-10.97,0.199,18.4,0,-1053,24.28,16.3,0,3836,14.46,107.3,25.28,6.793,1.24
"2017-06-27 19:15:00",34967,13.76,15.91,14.09,0.058,97.1,211,1.367,1.94,0.362,15,0,0,0,0,0,0,0,0,0.2361,0,18.55,0.038,0.1178133,0,19.23,0.035,0.07374,0,16.36,0.011,-11.07,0.249,18.4,0,-1045,30.06,16.35,0.05,3849,19.73,54.91,9.25,3.963,0.801
"2017-06-27 19:30:00",34968,13.31,15.53,13.96,0.107,100,188,1.023,1.63,0.328,15,0,0,0,0,0,0,0,0,0.23596,0,18.42,0.038,0.1178267,0,19.11,0.04,0.07372,0,16.39,0.023,-11.09,0.238,18.33,0.044,-1036,23.21,16.4,0,3844,24.55,28.76,8.87,1.925,0.847
"2017-06-27 19:45:00",34969,13.22,15.16,13.64,0.111,100,187,0.906,1.84,0.365,15,0,0,0,0,0,0,0,0,0.2354,0,18.29,0.043,0.1184133,0,18.97,0.043,0.07372,0,16.41,0.021,-11,0,18.29,0.034,-1038,25.14,16.4,0,3905,8.63,15.17,0.751,1.698,0
"2017-06-27 20:00:00",34970,13.18,14.8,13.58,0.03,100,176,0.513,1.03,0.251,15,0,0,0,0,0,0,0,0,0.2354067,0,18.15,0.045,0.1185133,0,18.83,0.041,0.07371333,0,16.42,0.014,-11.12,0.187,18.2,0,-1039,25.84,16.4,0,3915,1.359,9.06,2.455,0.226,0.577
"2017-06-27 20:15:00",34971,13.15,14.53,13.47,0.044,100,198,0.767,1.42,0.353,15,0,0,0,0,0,0,0,0,0.2354067,0,18.04,0.024,0.1185333,0,18.7,0.039,0.07374667,0,16.42,0.017,-11.1,0,18.15,0.05,-1036,25.78,16.4,0,3919,2.19,4.303,1.05,0,0
"2017-06-27 20:30:00",34972,13.14,14.28,13.44,0.026,100,212,1.501,2.26,0.452,15,0,0,0,0,0,0,0,0,0.2350533,0,17.91,0.031,0.11852,0,18.56,0.034,0.07372666,0,16.44,0.015,-11.1,0,18.09,0.034,-1024,13.42,16.44,0.049,3924,1.476,1.585,0.424,0,0
"2017-06-27 20:45:00",34973,13.13,14.06,13.37,0.039,100,337,1.139,1.89,0.453,15,0,0,0,0,0,0,0,0,0.23476,0,17.8,0.038,0.11856,0,18.44,0.034,0.07372,0,16.44,0.018,-11.1,0,18,0,-1027,18.71,16.5,0,3929,1.359,0,0,0,0
"2017-06-27 21:00:00",34974,13.12,13.85,13.37,0.048,100,208,0.554,1.33,0.257,15,0,0,0,0,0,0,0,0,0.23478,0,17.68,0.037,0.1185933,0,18.32,0.039,0.07372,0,16.45,0.021,-11.15,0.05,17.93,0.047,-1019,12.74,16.5,0,3932,2.13,0,0,0,0
"2017-06-27 21:15:00",34975,13.1,13.68,13.32,0.04,100,213,1.707,3,0.62,15,0,0,0,0,0,0,0,0,0.2347933,0,17.58,0.032,0.1185867,0,18.2,0.037,0.07370666,0,16.45,0.018,-11.2,0,17.87,0.047,-1018,11.5,16.5,0,3936,1.381,0,0,0,0
"2017-06-27 21:30:00",34976,13.09,13.52,13.29,0.023,100,105,1.295,2.22,0.746,15,0,0,0,0,0,0,0,0,0.2343333,0,17.47,0.037,0.1185933,0,18.08,0.033,0.07372,0,16.45,0.019,-11.2,0,17.79,0.025,-1014,13.69,16.5,0,3938,1.021,0,0,0,0
"2017-06-27 21:45:00",34977,13.09,13.39,13.25,0.032,100,85,0.343,0.73,0.182,15,0,0,0,0,0,0,0,0,0.2341,0,17.36,0.033,0.1185867,0,17.98,0.033,0.07372,0,16.44,0.008,-11.2,0,17.7,0,-1009,11.04,16.5,0,3940,0.095,0,0,0,0
"2017-06-27 22:00:00",34978,13.08,13.29,13.28,0.042,100,190,0.635,1.2,0.21,15,0,0,0,0,0,0,0,0,0.2341,0,17.27,0.026,0.1186,0,17.87,0.032,0.07372666,0,16.44,0.018,-11.23,0.044,17.63,0.044,-1010,12.01,16.5,0,3941,0.602,0,0,0,0
"2017-06-27 22:15:00",34979,13.07,13.19,13.25,0.073,100,217,1.191,1.61,0.215,15,0,0,0,0,0,0,0,0,0.2341,0,17.18,0.03,0.1186,0,17.77,0.034,0.07373333,0,16.43,0.012,-11.3,0,17.57,0.047,-1008,10.5,16.5,0,3943,1.068,0,0,0,0
"2017-06-27 22:30:00",34980,13.06,13.1,13.21,0.032,100,51,0.469,0.98,0.18,15,0,0,0,0,0,0,0,0,0.2341,0,17.1,0.026,0.1186,0,17.68,0.027,0.07371333,0,16.43,0.014,-11.3,0,17.5,0,-1007,9.98,16.5,0,3945,1.531,0,0,0,0
"2017-06-27 22:45:00",34981,13.05,13.02,13.19,0.026,100,196,0.665,1.49,0.384,15,0,0,0,0,0,0,0,0,0.2335867,0,17.02,0.026,0.1186067,0,17.59,0.026,0.07372666,0,16.42,0.019,-11.3,0,17.41,0.025,-1006,8.03,16.5,0,3947,0.566,0,0,0,0
"2017-06-27 23:00:00",34982,13.04,12.95,13.17,0.048,100,224,2.425,3.65,0.626,15,0,0,0,0,0,0,0,0,0.2334,0,16.94,0.022,0.1186067,0,17.5,0.026,0.07372666,0,16.4,0.017,-11.35,0.05,17.36,0.049,-1005,7.672,16.5,0,3948,0.087,0,0,0,0
"2017-06-27 23:15:00",34983,13.04,12.86,13.11,0.046,100,205,1.957,3.17,0.598,15,0,0,0,0,0,0,0,0,0.2334133,0,16.87,0.031,0.11884,0,17.41,0.027,0.07372666,0,16.4,0.014,-11.4,0,17.3,0,-1008,7.783,16.5,0,3947,0.674,0,0,0,0
"2017-06-27 23:30:00",34984,13.03,12.79,13.09,0.024,100,133,0.52,1.22,0.264,15,0,0,0,0,0,0,0,0,0.2334333,0,16.78,0.033,0.1193,0,17.33,0.023,0.07372,0,16.38,0.023,-11.4,0,17.2,0,-999,8.76,16.5,0,3946,1.619,0,0,0,0
"2017-06-27 23:45:00",34985,13.03,12.73,13.08,0.046,100,217,1.066,2.61,0.617,15,0,0,0,0,0,0,0,0,0.2332667,0,16.71,0.027,0.1193,0,17.26,0.023,0.07371333,0,16.37,0.017,-11.4,0,17.17,0.047,-1003,9.02,16.5,0,3948,0.061,0,0,0,0
"2017-06-28 00:00:00",34986,13.03,12.67,12.95,0.045,100,195,1.531,2.74,0.448,15,0,0,0,0,0,0,0,0,0.2327867,0,16.63,0.02,0.1192933,0,17.18,0.019,0.07372,0,16.35,0.013,-11.46,0.049,17.1,0,-1004,8.86,16.5,0,3949,1.336,0,0,0,0
"2017-06-28 00:15:00",34987,13.02,12.59,12.84,0.029,100,201,1.551,2.75,0.663,15,0,0,0,0,0,0,0,0,0.2328,0,16.55,0.021,0.1193133,0,17.11,0.027,0.07370666,0,16.33,0.01,-11.47,0.044,17.02,0.04,-998,9.42,16.5,0,3949,1.038,0,0,0,0
"2017-06-28 00:30:00",34988,13.01,12.5,12.75,0.034,100,206,1.565,2.52,0.536,15,0,0,0,0,0,0,0,0,0.2328,0,16.49,0.02,0.1193067,0,17.04,0.018,0.07372666,0,16.32,0.012,-11.5,0,16.99,0.025,-991,7.348,16.5,0,3948,1.076,0,0,0,0
"2017-06-28 00:45:00",34989,13,12.42,12.71,0.032,100,214,1.275,1.83,0.481,15,0,0,0,0,0,0,0,0,0.2328,0,16.43,0.028,0.1193,0,16.97,0.025,0.07373333,0,16.3,0.012,-11.5,0,16.9,0,-999,11.98,16.5,0,3950,0.915,0,0,0,0
"2017-06-28 01:00:00",34990,13,12.35,12.68,0.034,100,202,1.598,2.52,0.46,15,0,0,0,0,0,0,0,0.2,0.2328,0,16.34,0.027,0.11932,0,16.91,0.02,0.07372,0,16.28,0.014,-11.52,0.04,16.87,0.047,-997,8.89,16.41,0.025,3951,0.588,0,0,0,0
"2017-06-28 01:15:00",34991,12.99,12.27,12.64,0.021,100,26,0.717,1.56,0.425,15,0,0,0,0,0,0,0,0.6,0.2328467,0,16.27,0.023,0.1193067,0,16.84,0.019,0.07372,0,16.27,0.018,-11.57,0.047,16.8,0,-1005,7.301,16.4,0,3952,1.064,0,0,0,0
"2017-06-28 01:30:00",34992,12.98,12.19,12.5,0.044,100,353,1.446,2.79,0.71,15,0,0,0,0,0,0,0,0.6,0.23454,0.001,16.2,0.021,0.1199067,0,16.76,0.02,0.07372,0,16.25,0.017,-11.57,0.047,16.73,0.047,-995,10.49,16.4,0,3952,1.394,0,0,0,0
"2017-06-28 01:45:00",34993,12.98,12.06,12.22,0.162,100,245,1.621,4.21,0.993,15,0,0,0,0,0,0,0,0,0.2374267,0.001,16.11,0.024,0.1200067,0,16.7,0.023,0.07374,0,16.22,0.014,-11.51,0.025,16.7,0,-1000,9.42,16.4,0,3953,1.69,0,0,0,0
"2017-06-28 02:00:00",34994,12.97,11.94,12.4,0.048,100,226,1.19,2.85,0.896,15,0,0,0,0,0,0,0,0.2,0.2398867,0.001,16.05,0.018,0.1201,0,16.63,0.02,0.07372,0,16.2,0.017,-11.39,0.057,16.6,0,-997,10.48,16.4,0,3956,1.518,0,0,0,0
"2017-06-28 02:15:00",34995,12.96,11.88,12.44,0.082,100,230,1.297,2.39,0.703,15,0,0,0,0,0,0,0,0,0.2420533,0.001,15.98,0.026,0.1206933,0,16.55,0.029,0.07370666,0,16.18,0.019,-11.24,0.049,16.57,0.044,-996,8.27,16.4,0,3958,0.421,0,0,0,0
"2017-06-28 02:30:00",34996,12.95,11.83,12.47,0.027,100,201,1.806,3.83,0.977,15,0,0,0,0,0,0,0,0,0.2437133,0,15.91,0.015,0.1207067,0,16.48,0.019,0.07373333,0,16.16,0.017,-11.08,0.054,16.5,0,-996,10.3,16.4,0,3956,1.258,0,0,0,0
"2017-06-28 02:45:00",34997,12.95,11.8,12.3,0.108,100,202,0.471,0.86,0.226,15,0,0,0,0,0,0,0,0,0.2447333,0,15.86,0.016,0.12074,0,16.42,0.022,0.07372666,0,16.13,0.018,-10.94,0.049,16.45,0.05,-998,8.59,16.33,0.047,3954,0.433,0,0,0,0
"2017-06-28 03:00:00",34998,12.95,11.75,12.42,0.064,100,185,1.146,2.19,0.438,15,0,0,0,0,0,0,0,0,0.2454333,0.001,15.79,0.019,0.12138,0,16.36,0.017,0.07372666,0,16.11,0.011,-10.79,0.044,16.4,0,-995,7.304,16.3,0,3954,0.506,0,0,0,0
"2017-06-28 03:15:00",34999,12.94,11.72,12.31,0.037,100,194,0.845,1.48,0.35,15,0,0,0,0,0,0,0,0,0.2460867,0,15.74,0.016,0.1213933,0,16.3,0.022,0.07374667,0,16.09,0.016,-10.69,0.044,16.32,0.04,-999,9.27,16.3,0,3955,0.717,0,0,0,0
"2017-06-28 03:30:00",35000,12.95,11.68,12.25,0.031,100,203,1.485,2.19,0.58,15,0,0,0,0,0,0,0,0,0.2466,0,15.69,0.021,0.1213733,0,16.25,0.02,0.07372666,0,16.07,0.015,-10.59,0.034,16.3,0,-1001,9.41,16.3,0,3955,1.015,0,0,0,0
"2017-06-28 03:45:00",35001,12.95,11.63,12.23,0.029,100,198,0.906,1.93,0.578,15,0,0,0,0,0,0,0,0,0.2468333,0,15.65,0.02,0.1217733,0,16.2,0.019,0.07371333,0,16.04,0.013,-10.5,0,16.21,0.034,-1001,9.63,16.3,0,3955,1.002,0,0,0,0
"2017-06-28 04:00:00",35002,12.95,11.59,12.15,0.04,100,135,1.185,2.52,0.678,15,0,0,0,0,0,0,0,0,0.2473,0,15.6,0.013,0.12204,0,16.15,0.02,0.07372666,0,16.02,0.02,-10.43,0.047,16.2,0,-1002,10.18,16.3,0,3955,0.131,0,0,0,0
"2017-06-28 04:15:00",35003,12.94,11.54,12.18,0.05,100,218,1.165,3.8,0.932,15,0,0,0,0,0,0,0,0,0.2473,0,15.55,0.017,0.1220133,0,16.1,0.015,0.07374,0,15.99,0.013,-10.38,0.04,16.11,0.034,-999,9.21,16.21,0.034,3954,1.458,0,0,0,0
"2017-06-28 04:30:00",35004,12.94,11.5,12.21,0.064,100,224,3.773,5.08,0.984,15,0,0,0,0,0,0,0,2,0.24872,0.002,15.5,0.019,0.1223,0,16.06,0.019,0.07372666,0,15.97,0.017,-10.3,0,16.1,0,-1000,9.47,16.2,0,3955,0.433,0,0,0,0
"2017-06-28 04:45:00",35005,12.94,11.44,11.91,0.173,100,303,4.555,9.17,1.928,15,0,0,0,0,0,0,0,4.4,0.2811133,0.023,15.38,0.054,0.1234867,0,16,0.021,0.07372,0,15.94,0.014,-10.23,0.047,16.02,0.04,-1001,12.9,16.2,0,3961,3.142,2.039,1.415,0,0
"2017-06-28 05:00:00",35006,12.95,11.27,12.01,0.129,100,342,1.091,1.84,0.413,15,0,0,0,0,0,0,0,0.4,0.3429267,0.006,15.09,0.097,0.12534,0.001,15.91,0.036,0.07439332,0,15.92,0.012,-9.84,0.227,16,0,-996,9.72,16.2,0,3979,5.936,13.14,4.744,1.019,0.832
"2017-06-28 05:15:00",35007,12.98,11.03,11.91,0.113,100,327,1.223,3.63,0.685,15,0,0,0,0,0,0,0,0,0.34882,0,14.85,0.05,0.1275667,0.001,15.79,0.034,0.07439999,0,15.9,0.016,-9.06,0.167,15.9,0,-994,9.12,16.2,0,3985,2.349,29.45,6.347,1.699,0
"2017-06-28 05:30:00",35008,13.07,10.76,12.59,0.199,103.6,323,0.99,1.56,0.285,15,0,0,0,0,0,0,0,0,0.3477,0,14.75,0.026,0.12956,0.001,15.69,0.036,0.07439332,0,15.88,0.012,-8.72,0.054,15.81,0.034,-986,9.06,16.14,0.049,4008,8.15,67.73,24.65,3.964,1.188
"2017-06-28 05:45:00",35009,13.39,10.55,12.95,0.111,103.6,324,0.629,1.36,0.359,15,0,0,0,0,0,0,0,0,0.3459,0,14.69,0.021,0.1312867,0,15.59,0.032,0.07439332,0,15.85,0.023,-8.6,0,15.73,0.044,-992,7.693,16.1,0,4013,3.175,121,36.21,6.456,2.338
"2017-06-28 06:00:00",35010,13.51,10.48,13.07,0.067,103.5,221,0.761,2.32,0.558,15,0,0,0,0,0,0,0,0,0.34422,0.001,14.65,0.018,0.1327,0,15.5,0.028,0.07439332,0,15.81,0.02,-8.6,0,15.65,0.05,-991,9.93,16.1,0,4008,1.038,94.7,26.48,5.663,1.929
"2017-06-28 06:15:00",35011,13.83,10.47,13.21,0.089,103.4,211,1.917,3,0.548,15,0,0,0,0,0,0,0,0,0.3425333,0,14.62,0.017,0.1341,0,15.42,0.024,0.07439999,0,15.8,0.014,-8.64,0.102,15.58,0.04,-988,7.853,16.1,0,4004,2.807,158.8,22.61,10.19,1.387
"2017-06-28 06:30:00",35012,14.13,10.57,13.36,0.085,103.1,115,0.885,1.75,0.485,15,0,0,0,0,0,0,0,0,0.34094,0.001,14.62,0.019,0.1352333,0,15.36,0.017,0.07439332,0,15.77,0.013,-8.64,0.102,15.5,0,-993,11.65,16.1,0,3996,2.101,195.3,12.81,12.46,1.477
"2017-06-28 06:45:00",35013,14.16,10.83,13.27,0.131,100,346,0.691,1.56,0.361,15,0,0,0,0,0,0,0,0,0.33936,0,14.61,0.011,0.1364267,0,15.32,0.016,0.07441333,0,15.73,0.018,-8.64,0.102,15.43,0.047,-992,12.67,16.01,0.034,3986,4.703,235.2,50.38,15.29,3.509
"2017-06-28 07:00:00",35014,14.49,11.24,13.25,0.107,100,175,0.891,1.45,0.382,15,0,0,0,0,0,0,0,0,0.33804,0,14.63,0.015,0.1374333,0,15.3,0.011,0.07441333,0,15.7,0.015,-8.8,0.141,15.4,0,-989,8.94,16,0,3970,5.107,287,70.59,18.91,4.292
"2017-06-28 07:15:00",35015,14.65,11.82,13.2,0.183,100,17,0.897,1.79,0.487,15,0,0,0,0,0,0,0,0,0.3366866,0,14.68,0.018,0.1384333,0,15.3,0.013,0.07439999,0,15.68,0.018,-8.76,0.15,15.34,0.049,-985,7.754,16,0,3953,4.901,394.8,248.2,23.22,10.02
"2017-06-28 07:30:00",35016,14.49,12.28,12.96,0.088,100,233,1.227,2.18,0.534,15,0,0,0,0,0,0,0,0,0.3355466,0,14.75,0.027,0.13946,0,15.33,0.017,0.07439999,0,15.64,0.013,-8.72,0.147,15.3,0,-992,9.76,16,0,3940,2.384,160.9,59.14,11.89,4.02
"2017-06-28 07:45:00",35017,14.25,12.14,12.72,0.188,100,248,3.245,4.41,0.742,15,0,0,0,0,0,0,0,0.2,0.3345,0,14.81,0.019,0.1404333,0,15.36,0.017,0.07440666,0,15.61,0.012,-8.73,0.158,15.3,0,-994,11.35,15.91,0.034,3948,4.782,82.2,81.4,5.435,4.812
